oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
600114200000940,50948473,2458263.9815338138,58263.484733800004,19.1371307,0.0608409196,0,zg,1.494597,29.684467600000001,0.739000022,-0.0810000002,20180525484722,600,0xe,0x2,19.7700005,26.2020798,0.0394538529,-0.0246964339,4.80695671e-05,30,1.63199997,1
600114200000940,52344675,2458277.9445728399,58277.446759300001,18.7052155,0.0442695506,0,zg,1.4946552,29.684398099999999,0.781000018,-0.0309999995,20180608446678,600,0xe,0x2,20.6700001,26.1138191,0.0375184678,-0.0866227746,2.35210737e-05,30,1.63100004,1
600114200000940,52644787,2458280.9459209172,58280.447870399999,18.7976303,0.0473286286,0,zg,1.4946549,29.6844055,0.685000002,-0,20180611447859,600,0xe,0x2,21.5300007,26.2357941,0.0271704197,-0.0897061303,9.70061228e-06,30,1.53699994,1
600114200000940,52944750,2458283.9457928366,58283.447500000002,18.7324333,0.0451455377,0,zg,1.4946747,29.684409599999999,1.03299999,-0.0260000005,20180614447488,600,0xe,0x2,21.3999996,26.22715,0.0282924101,-0.0646219179,1.06219513e-05,30,1.46899998,1
600114200000940,53244607,2458286.9446162656,58286.446076400003,18.9511776,0.0529716536,0,zg,1.4946313,29.684425399999999,0.995000005,0.00200000009,20180617446076,600,0xe,0x2,21.4799995,26.2576313,0.0289122593,-0.0661441758,1.12201024e-05,30,1.41600001,1
600114200000940,53543311,2458289.9319034093,58289.433113400002,19.4170151,0.0751253739,0,zg,1.4946398999999999,29.6844304,0.674000025,-0.00600000005,20180620433113,600,0xe,0x2,21.4500008,26.2365952,0.0299016163,-0.0620630756,1.17987674e-05,30,1.45299995,1
600114200000940,53844373,2458292.9427840007,58292.443738399998,18.9515171,0.0529849641,0,zg,1.4946410999999999,29.684408300000001,0.49000001,0.00300000003,20180623443738,600,0xe,0x2,21.7700005,26.2592888,0.0254208893,-0.0725652575,8.37486368e-06,30,1.32299995,1
600114200000940,54248204,2458296.9814413646,58296.482048600003,18.967432,0.0536125489,0,zg,1.4946267,29.6844459,1.11500001,-0.141000003,20180627482014,600,0xe,0x2,20.1399994,26.2730618,0.0370038822,-0.0425949991,3.20002146e-05,30,1.11399996,1
600114200000940,54546475,2458299.9644084238,58299.464756900001,18.7816563,0.0467824712,0,zg,1.49457,29.684408399999999,0.510999978,0.0189999994,20180630464688,600,0xe,0x2,20.4799995,26.2248688,0.0375273451,-0.0267556403,2.62249723e-05,30,1.14100003,1
600114200000940,54844212,2458302.94204074,58302.4421296,19.5075512,0.0804428384,0,zg,1.4945412,29.684392800000001,0.866999984,-0.075000003,20180703442118,600,0xe,0x2,20.8500004,26.2236271,0.0360984467,-0.0335701331,2.0088688e-05,30,1.19500005,1
600114200000940,55146084,2458305.9610199952,58305.460844900001,19.1729774,0.0624993779,0,zg,1.4946413999999999,29.684425300000001,0.386000007,-0.0320000015,20180706460845,600,0xe,0x2,20.9400005,26.2372608,0.033734113,-0.0751363039,1.63479308e-05,30,1.10500002,1
600114200000940,55945804,2458313.9589168229,58313.458043999999,19.3008213,0.0688142926,0,zg,1.4946611999999999,29.684416800000001,0.588999987,-0.0359999985,20180714457523,600,0xe,0x2,21.8999996,26.1288395,0.0256393868,-0.0535041504,8.64473077e-06,30,1.06200004,1
600114200000940,56048687,2458314.9878369486,58314.486875000002,19.5417919,0.0825487152,0,zg,1.4946421000000001,29.684414400000001,0.611000001,0.0710000023,20180715486863,600,0xe,0x2,21.1200008,26.1058178,0.0365561992,-0.0449313112,1.90033697e-05,30,1.01900005,1
600114200000940,56048732,2458314.9882883835,58314.487326399998,19.3147774,0.069542788,0,zg,1.4946963,29.6844152,0.908999979,0.104999997,20180715487326,600,0xe,0x2,21.1299992,26.1028042,0.0328669958,-0.0364709571,1.61966364e-05,30,1.01900005,1
600114200000940,56543637,2458319.937764084,58319.4363773,18.8031578,0.047519356,0,zg,1.4946363,29.684437899999999,0.819000006,-0.00700000022,20180720436366,600,0xe,0x2,21.4599991,26.2554417,0.0302372333,-0.0180954542,1.216088e-05,30,1.07299995,1
600114200000940,56846171,2458322.9633554569,58322.461712999997,19.4227543,0.0754518211,0,zg,1.4945231999999999,29.6844626,0.782000005,-0.0170000009,20180723461701,600,0xe,0x2,21.2999992,26.3077297,0.0333086364,-0.02343826,1.48916924e-05,30,1.023,1
600114200000940,57746125,2458331.9636279484,58331.46125,19.7904606,0.099480629,0,zg,1.4946839999999999,29.684379700000001,1.12399995,0.108999997,20180801461250,600,0xe,0x2,20.4799995,26.2621479,0.0392459668,-0.0243186038,2.98172345e-05,30,1.00999999,1
600114200000940,58046221,2458334.9648234965,58334.462210600002,19.4922352,0.0795178935,0,zg,1.4946438,29.6844097,1.07200003,-0.166999996,20180804462199,600,0xe,0x2,20.7700005,26.2938175,0.0434691906,-0.00509844348,3.01090513e-05,30,1.00999999,1
600114200000940,58338156,2458337.8843980338,58337.381562499999,19.2540417,0.0664294064,0,zg,1.4946238999999999,29.684417199999999,1.04400003,-0.0460000001,20180807381539,600,0xe,0x2,21.4500008,26.2580509,0.0306552518,-0.0251326207,1.24594271e-05,30,1.08599997,1
600114200000940,58636765,2458340.8707071408,58340.367650499997,18.9025822,0.0511064678,32768,zg,1.4946729000000001,29.684414,2.37800002,-0.303000003,20180810367639,600,0xe,0x2,20.6499996,25.2226715,0.0422056764,0.00018136263,2.98523137e-05,30,1.10000002,1
600114200000940,58940146,2458343.904743698,58343.401469900004,19.5378876,0.0823059231,0,zg,1.494642,29.684419800000001,2.14899993,0.00899999961,20180813401458,600,0xe,0x2,21.4400005,26.2359009,0.0322636329,-0.0293659829,1.38902633e-05,30,1.02600002,1
600114200000940,59235895,2458346.8624358876,58346.358958299999,18.9560547,0.0531630404,0,zg,1.4946339,29.6843982,0.492000014,-0.0130000003,20180816358947,600,0xe,0x2,21.7600002,26.1665535,0.0293144826,-0.0343797915,1.12733978e-05,30,1.08200002,1
600114200000940,59539333,2458349.8970113671,58349.393333300002,19.5102711,0.0806082189,0,zg,1.4946378,29.6844188,0.966000021,-0.0439999998,20180819393310,600,0xe,0x2,21.7700005,26.2576752,0.0283721145,-0.0398221649,1.05446097e-05,30,1.01999998,1
600114200000940,59839787,2458352.9017378539,58352.397870399996,19.6197281,0.0875415951,0,zg,1.4946501999999999,29.684412999999999,0.55400002,0.0649999976,20180822397859,600,0xe,0x2,21.6599998,26.2495155,0.0290910583,-0.0448681712,1.10810297e-05,30,1.01300001,1
