oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
695116100004962,51747383,2458271.9705838272,58271.473831000003,18.636404,0.0371589549,0,zg,8.9721765999999992,43.561565100000003,0.495999992,0.0240000002,20180602473831,695,0x10,0x1,19.7800007,26.1008759,0.0429171994,-0.0731700584,2.47313619e-05,30,1.66400003,1
695116100004962,52045115,2458274.9480762519,58274.451157399999,18.5338993,0.0347877815,0,zg,8.9723082999999999,43.561451499999997,0.463,0.0250000004,20180605451134,695,0x10,0x1,20.4500008,26.0998096,0.0361694396,-0.04945172,1.07420246e-05,30,1.83000004,1
695116100004962,52346380,2458277.9609031347,58277.4638079,19.0220203,0.0482075214,0,zg,8.9723007999999993,43.561466699999997,1.09000003,0.0109999999,20180608463762,695,0x10,0x1,20.9400005,26.0302715,0.0295656566,-0.0543662049,6.64974186e-06,30,1.60300004,1
695116100004962,52645255,2458280.9498359663,58280.452557899996,18.3482666,0.0309974179,0,zg,8.9723102000000008,43.561496599999998,0.568000019,-0.023,20180611452546,695,0x10,0x1,21.3500004,26.1366367,0.0256716181,-0.056718614,5.14388739e-06,30,1.63199997,1
695116100004962,52944888,2458283.9463576684,58283.448888899999,18.5825176,0.0358861685,0,zg,8.9723219000000007,43.561492299999998,1.13300002,0.0350000001,20180614448866,695,0x10,0x1,21.1200008,26.1291485,0.0276255365,-0.0437551588,5.92650895e-06,30,1.58899999,1
695116100004962,53245130,2458286.9489746708,58286.451307900003,18.4310513,0.0326120183,0,zg,8.9723240000000004,43.561462400000003,0.874000013,0.0250000004,20180617451308,695,0x10,0x1,21.5200005,26.1617622,0.0248040352,-0.0554830506,4.74390072e-06,30,1.49899995,1
695116100004962,53542804,2458289.9259133325,58289.428044,18.4302521,0.0325958468,0,zg,8.9723123999999999,43.561512700000002,0.88499999,-0.0469999984,20180620428044,695,0x10,0x1,21.0400009,26.134016,0.0274671707,-0.045725923,5.84277586e-06,30,1.63199997,1
695116100004962,53742096,2458291.9189687744,58291.4209606,18.6890793,0.038461823,0,zg,8.9722974999999998,43.561503999999999,0.515999973,0.0240000002,20180622420694,695,0x10,0x1,21.4799995,26.1345501,0.0238933302,-0.0588370562,4.44577745e-06,30,1.64999998,2
695116100004962,53744849,2458291.9465055303,58291.4484954,18.7296524,0.0395065024,0,zg,8.9723249000000003,43.561478600000001,1.72000003,-0.0480000004,20180622448437,695,0x10,0x1,21.5100002,26.1667118,0.0250202063,-0.0568014309,4.86458066e-06,30,1.421,2
695116100004962,53845266,2458292.9507430294,58292.452662000003,18.4206238,0.0324021205,0,zg,8.9723018999999997,43.561499099999999,1.14900005,-0.0560000017,20180623452639,695,0x10,0x1,21.6599998,26.1661358,0.0223331656,-0.0491021648,3.84568648e-06,30,1.37600005,1
695116100004962,53943324,2458293.9313915125,58293.433240699997,18.367794,0.0313677788,0,zg,8.9722878000000001,43.561483299999999,0.312000006,-0.00300000003,20180624433032,695,0x10,0x1,21.2199993,26.1579304,0.027420938,-0.0537455417,5.84977079e-06,30,1.49199998,2
695116100004962,53944946,2458293.947619583,58293.449467600003,18.5564556,0.0352915935,0,zg,8.9723112999999994,43.561468300000001,0.620000005,-0.0109999999,20180624449271,695,0x10,0x1,21.5400009,26.1853409,0.0232286546,-0.0735366121,4.1881267e-06,30,1.38,2
695116100004962,54247248,2458296.9708589339,58296.472488400002,19.0217419,0.0481981933,0,zg,8.9722659,43.561531899999999,1.13900006,-0.0590000004,20180627472465,695,0x10,0x1,20.25,26.1773739,0.0372421034,-0.0429019742,1.30400877e-05,30,1.22000003,1
695116100004962,54344454,2458297.9429903915,58297.444548599997,18.5136261,0.0343433022,0,zg,8.9722646000000008,43.561517700000003,1.02900004,-0.118000001,20180628444433,695,0x10,0x1,20.1200008,26.1441498,0.0387332514,-0.029059615,1.65619967e-05,30,1.34300005,2
695116100004962,54346436,2458297.9628066695,58297.464363400002,19.1358013,0.0522183254,0,zg,8.9721705000000007,43.5615047,0.397000015,-0.00100000005,20180628464340,695,0x10,0x1,19.9799995,26.1508636,0.0384591147,-0.0383218378,1.74538982e-05,30,1.24300003,2
695116100004962,54446574,2458298.9642578708,58298.465740699998,19.0110092,0.0478393063,0,zg,8.9723866000000001,43.561489700000003,0.367000014,-0.0179999992,20180629465590,695,0x10,0x1,19.8999996,26.145443,0.0391534418,-0.0305611342,1.88382055e-05,30,1.22599995,2
