# wavelength_A donor_subtracted_flux_1e-17 err_1e-17
4238.38 24.78185 1.553049
4239.357 24.04246 1.553869
4240.333 25.69874 1.581345
4241.31 26.4067 1.607853
4242.286 23.77219 1.548024
4243.264 24.39029 1.54762
4244.241 25.81898 1.568094
4245.217 25.09615 1.621522
4246.196 27.75849 1.714236
4247.173 25.39415 1.675709
4248.152 25.66296 1.642325
4249.129 26.48417 1.636658
4250.109 23.55558 1.562963
4251.087 22.32104 1.527633
4252.065 24.7769 1.557118
4253.045 25.79504 1.567627
4254.024 25.91473 1.551224
4255.005 25.61982 1.53685
4255.983 23.44802 1.490071
4256.965 23.99315 1.494218
4257.944 22.54438 1.496417
4258.926 24.59895 1.569012
4259.906 24.47391 1.612468
4260.886 23.61234 1.629785
4261.869 23.55484 1.594097
4262.849 24.11245 1.578125
4263.832 24.04767 1.542556
4264.813 22.90842 1.484426
4265.796 24.20596 1.501596
4266.778 22.19419 1.4753
4267.759 25.6722 1.541886
4268.743 26.28318 1.572436
4269.726 21.82612 1.47595
4270.71 22.98364 1.496187
4271.692 26.5883 1.524463
4272.677 23.61178 1.480604
4273.661 23.98546 1.475421
4274.644 25.77806 1.503833
4275.629 24.47315 1.501726
4276.613 24.40374 1.519299
4277.599 22.79441 1.506456
4278.583 23.12977 1.485365
4279.57 22.32474 1.444249
4280.554 22.56437 1.441081
4281.539 24.66841 1.494356
4282.526 22.11148 1.435236
4283.512 21.75583 1.413392
4284.499 22.30117 1.408487
4285.485 21.68328 1.413284
4286.473 23.77011 1.463537
4287.459 24.96054 1.526924
4288.445 23.04423 1.523289
4289.435 22.76811 1.521652
4290.421 22.8691 1.527932
4291.411 24.78522 1.554228
4292.398 22.70996 1.504569
4293.388 22.97814 1.502935
4294.376 21.85212 1.48045
4295.363 22.88174 1.50939
4296.354 23.99083 1.517341
4297.342 22.51699 1.474923
4298.333 22.03504 1.477126
4299.322 21.5315 1.48838
4300.314 21.52922 1.519373
4301.303 23.28238 1.541461
4302.292 24.65144 1.55563
4303.284 24.73017 1.542188
4304.274 22.41057 1.493865
4305.267 24.45084 1.472207
4306.257 25.13592 1.469253
4307.25 23.37855 1.440219
4308.241 23.62888 1.443114
4309.232 21.90384 1.436558
4310.226 23.03105 1.468193
4311.217 23.68573 1.47051
4312.211 23.12631 1.491053
4313.204 23.78852 1.488061
4314.198 23.26273 1.447742
4315.19 20.53325 1.401268
4316.184 21.09324 1.412067
4317.179 22.44966 1.442327
4318.172 24.45928 1.478914
4319.167 21.89019 1.45013
4320.161 22.58953 1.45625
4321.157 21.4608 1.446801
4322.151 22.98902 1.468954
4323.146 24.04818 1.455432
4324.143 24.70137 1.462322
4325.138 24.18337 1.463945
4326.135 21.67828 1.42391
4327.13 20.67202 1.419133
4328.128 22.55448 1.426485
4329.123 22.54546 1.413868
4330.12 21.6654 1.364977
4331.118 23.97421 1.424524
4332.114 23.85168 1.425001
4333.113 21.85757 1.378405
4334.11 22.21752 1.385606
4335.11 25.65899 1.446954
4336.107 23.95925 1.44146
4337.107 23.39001 1.450332
4338.105 25.74412 1.477244
4339.102 26.51767 1.468341
4340.103 26.21394 1.455088
4341.102 26.26313 1.46896
4342.102 25.71817 1.469356
4343.102 26.2743 1.516947
4344.103 22.93141 1.509052
4345.102 26.85499 1.587825
4346.102 26.58579 1.548245
4347.104 25.62002 1.530141
4348.104 22.58069 1.597747
4349.107 23.55818 1.607748
4350.107 25.49112 1.466369
4351.11 24.57927 1.463866
4352.111 24.53048 1.438874
4353.113 24.81044 1.415091
4354.117 22.98375 1.422305
4355.118 22.4683 1.466027
4356.123 24.54448 1.552511
4357.124 24.60641 1.621924
4358.129 19.73082 1.621261
4359.132 20.07475 1.652021
4360.135 23.30214 1.663577
4361.14 23.62151 1.582334
4362.144 23.2437 1.558759
4363.149 20.19566 1.483896
4364.153 23.76713 1.471842
4365.159 23.92356 1.42452
4366.164 22.53618 1.382324
4367.168 24.10301 1.395228
4368.175 23.02517 1.367556
4369.18 20.88978 1.322289
4370.188 21.23345 1.338231
4371.193 22.48622 1.369894
4372.201 23.75347 1.389218
4373.207 22.01008 1.348563
4374.213 19.17954 1.288498
4375.221 21.55526 1.332973
4376.228 22.39256 1.343636
4377.237 22.7055 1.359535
4378.244 21.27816 1.321366
4379.253 20.64952 1.336506
4380.261 23.35654 1.366057
4381.269 24.1108 1.392553
4382.279 20.7845 1.368179
4383.287 19.77645 1.386986
4384.298 20.96207 1.417785
4385.307 21.95412 1.40941
4386.318 21.38431 1.359679
4387.327 23.60512 1.362068
4388.336 20.74794 1.302046
4389.348 19.89676 1.282242
4390.358 24.19097 1.360883
4391.37 22.36914 1.338199
4392.38 20.137 1.305346
4393.394 19.44957 1.305876
4394.404 21.2459 1.327619
4395.415 22.50754 1.333777
4396.429 20.17781 1.300051
4397.44 20.18202 1.297924
4398.454 21.51034 1.321534
4399.466 21.65531 1.340617
4400.48 21.96314 1.3473
4401.493 20.5622 1.319642
4402.505 20.21245 1.312023
4403.52 18.59694 1.284326
4404.534 19.36935 1.30309
4405.549 20.66309 1.338032
4406.562 22.10798 1.360153
4407.579 19.83818 1.319137
4408.593 18.93445 1.293893
4409.607 19.95718 1.310124
4410.624 19.1611 1.334063
4411.639 18.9675 1.362248
4412.656 19.04217 1.394661
4413.671 21.36992 1.402546
4414.689 20.33092 1.374621
4415.704 19.99918 1.314109
4416.723 19.75125 1.297538
4417.739 18.30152 1.266419
4418.755 19.18784 1.306666
4419.774 22.33377 1.369457
4420.791 21.02137 1.356358
4421.81 21.28407 1.350898
4422.827 21.98734 1.330492
4423.847 20.59774 1.313121
4424.865 20.68817 1.320121
4425.883 19.49842 1.319871
4426.903 16.35025 1.301868
4427.922 21.40713 1.384618
4428.943 21.03689 1.357586
4429.962 18.59342 1.300895
4430.983 21.11655 1.316719
4432.002 20.33035 1.301488
4433.022 19.67254 1.287057
4434.044 18.91338 1.302033
4435.065 17.91428 1.265909
4436.087 19.98931 1.298386
4437.108 20.51452 1.322827
4438.131 19.40772 1.328852
4439.152 18.92984 1.318408
4440.173 19.56387 1.323414
4441.197 20.31417 1.314792
4442.219 19.08594 1.290196
4443.243 19.04791 1.272039
4444.265 19.7444 1.266453
4445.29 19.41941 1.260245
4446.312 17.25072 1.231806
4447.335 19.59677 1.285565
4448.361 19.86455 1.274152
4449.384 19.44778 1.271685
4450.411 21.28 1.313502
4451.434 19.24687 1.30134
4452.461 19.55743 1.279909
4453.485 19.6749 1.26603
4454.51 17.9762 1.241098
4455.537 18.38642 1.228271
4456.561 19.45929 1.238813
4457.589 19.68714 1.228425
4458.615 17.743 1.191654
4459.643 17.55799 1.177175
4460.669 18.93872 1.209089
4461.695 18.15878 1.207345
4462.724 20.87138 1.261257
4463.751 21.08922 1.247391
4464.78 20.85164 1.25872
4465.807 20.20635 1.239611
4466.837 20.88948 1.245193
4467.864 21.97237 1.253004
4468.892 21.33198 1.246402
4469.923 21.04316 1.229145
4470.951 20.11733 1.236427
4471.982 17.71786 1.247757
4473.011 19.27044 1.288481
4474.042 20.95955 1.303601
4475.072 19.29835 1.245507
4476.101 17.92012 1.193868
4477.133 19.82033 1.221199
4478.163 19.27204 1.227923
4479.196 18.75257 1.218841
4480.227 16.86804 1.162694
4481.259 19.22971 1.216297
4482.291 19.59302 1.287172
4483.321 21.75053 1.368731
4484.355 20.53506 1.548343
4485.387 17.54537 1.579701
4486.421 17.63779 1.29505
4487.454 18.41455 1.266098
4488.488 18.30265 1.203245
4489.521 17.84864 1.200333
4490.554 18.5713 1.214363
4491.589 15.58121 1.170962
4492.623 17.55075 1.2042
4493.658 18.52657 1.235588
4494.692 17.79791 1.235817
4495.729 16.77122 1.243285
4496.763 19.67431 1.253578
4497.8 17.74824 1.21277
4498.834 17.57905 1.206284
4499.87 19.12817 1.210061
4500.907 18.94196 1.213128
4501.942 21.18596 1.2562
4502.98 21.57393 1.273053
4504.017 17.75048 1.21882
4505.055 17.91397 1.207133
4506.091 19.19055 1.224329
4507.128 19.71026 1.238514
4508.167 19.40643 1.211169
4509.205 18.32369 1.174678
4510.245 18.19604 1.166746
4511.282 20.43047 1.215723
4512.322 19.48022 1.21482
4513.36 17.50495 1.173984
4514.398 18.76724 1.201381
4515.44 18.45599 1.19683
4516.479 19.28149 1.222448
4517.52 18.64539 1.199427
4518.559 17.80019 1.165511
4519.601 18.85777 1.178447
4520.641 18.57831 1.190836
4521.681 19.09122 1.196316
4522.724 20.34961 1.223133
4523.764 15.84252 1.173158
4524.807 18.86249 1.213753
4525.848 19.11136 1.200323
4526.892 16.88747 1.155892
4527.933 18.51102 1.167656
4528.975 19.8187 1.181863
4530.019 17.68459 1.151545
4531.061 17.76343 1.179239
4532.106 19.29166 1.220322
4533.149 20.94264 1.260058
4534.194 20.3716 1.247293
4535.237 18.2846 1.20206
4536.28 18.19794 1.188718
4537.327 18.71961 1.183166
4538.37 17.86768 1.175915
4539.417 17.92645 1.172043
4540.461 19.30151 1.199997
4541.508 20.81644 1.216787
4542.553 17.39263 1.157814
4543.598 18.25344 1.198947
4544.645 18.16495 1.186481
4545.691 19.02416 1.184895
4546.739 17.12738 1.145934
4547.785 19.99187 1.187981
4548.834 18.26192 1.171706
4549.88 18.38267 1.166637
4550.927 18.23215 1.18263
4551.977 19.69325 1.19975
4553.024 19.87346 1.191509
4554.074 19.10571 1.169531
4555.122 18.65897 1.169106
4556.172 17.92131 1.184897
4557.22 19.30804 1.22161
4558.269 18.9575 1.228075
4559.319 16.95719 1.187638
4560.368 18.39758 1.204401
4561.42 18.27619 1.188237
4562.469 19.27344 1.191498
4563.521 16.92479 1.13077
4564.571 18.08723 1.132213
4565.621 18.69037 1.15463
4566.674 18.59953 1.16982
4567.725 19.53139 1.188929
4568.778 18.72267 1.203456
4569.829 17.53102 1.205525
4570.883 18.39942 1.225719
4571.934 17.7904 1.209201
4572.989 17.48998 1.172928
4574.041 18.58397 1.179314
4575.093 17.64426 1.176344
4576.148 17.14997 1.183434
4577.201 17.94704 1.197677
4578.256 19.82303 1.250403
4579.309 17.71578 1.249236
4580.365 16.63129 1.19609
4581.419 15.91755 1.166858
4582.473 19.56037 1.221752
4583.53 18.05731 1.216409
4584.584 17.69945 1.217434
4585.641 18.96604 1.232055
4586.696 16.5384 1.147224
4587.754 16.41195 1.130325
4588.809 16.71001 1.112456
4589.865 18.4664 1.140675
4590.923 18.86733 1.138699
4591.98 18.49824 1.150358
4593.039 18.6235 1.144651
4594.095 16.95385 1.115394
4595.154 16.85144 1.102838
4596.211 17.21495 1.163266
4597.269 17.43342 1.361599
4598.329 16.02857 1.121528
4599.387 17.36776 1.136078
4600.447 18.73178 1.15881
4601.506 16.21631 1.117117
4602.567 17.90292 1.135185
4603.626 16.87411 1.1254
4604.685 17.49719 1.119702
4605.747 18.19691 1.115848
4606.806 16.74644 1.056808
4607.869 16.2683 1.064897
4608.929 17.48694 1.089971
4609.991 18.38713 1.10517
4611.052 17.61689 1.08984
4612.113 17.32902 1.07783
4613.176 17.62083 1.083637
4614.237 16.72551 1.069874
4615.301 18.09883 1.101062
4616.363 17.4833 1.100991
4617.428 17.90599 1.100851
4618.49 20.59097 1.138193
4619.552 17.63595 1.090852
4620.618 17.30573 1.086974
4621.681 17.99846 1.142653
4622.747 18.16782 1.171981
4623.81 18.35301 1.155003
4624.876 17.73916 1.117744
4625.94 17.3028 1.097811
4627.004 16.71263 1.104939
4628.071 15.35513 1.117583
4629.136 16.28972 1.141734
4630.203 17.19093 1.136436
4631.269 17.45681 1.105482
4632.336 17.20732 1.086276
4633.402 15.93216 1.053589
4634.468 16.65797 1.05723
4635.537 15.79239 1.052646
4636.603 16.31505 1.076212
4637.672 15.83221 1.057649
4638.739 16.59283 1.068326
4639.809 14.83464 1.03675
4640.877 16.45481 1.059727
4641.944 15.76758 1.039376
4643.014 17.04109 1.054522
4644.083 16.45111 1.063351
4645.153 16.80952 1.060999
4646.222 16.2052 1.067986
4647.293 15.91809 1.054382
4648.362 16.54464 1.041035
4649.432 15.51879 1.020989
4650.504 16.27198 1.034659
4651.574 17.1958 1.045629
4652.646 15.91179 1.059414
4653.717 16.31561 1.100989
4654.79 17.7269 1.142855
4655.861 17.84251 1.127076
4656.935 17.60173 1.074998
4658.006 15.61766 1.176092
4659.077 18.51839 1.250832
4660.152 17.36954 1.223346
4661.224 16.94518 1.071658
4662.298 15.03004 1.052085
4663.371 17.62593 1.090096
4664.446 16.93708 1.08813
4665.52 16.9051 1.081998
4666.593 16.00373 1.077446
4667.669 17.63447 1.085435
4668.743 18.02544 1.087403
4669.819 17.02347 1.075553
4670.894 17.05173 1.080023
4671.971 16.11755 1.080316
4673.045 15.4009 1.06899
4674.121 15.68067 1.066466
4675.198 15.46848 1.065786
4676.274 17.04352 1.0805
4677.352 18.3091 1.092534
4678.428 15.46279 1.049018
4679.507 17.0017 1.051219
4680.583 15.84593 1.036715
4681.66 15.43517 1.027085
4682.74 17.03385 1.082662
4683.817 16.28717 1.074694
4684.898 16.33041 1.059287
4685.975 14.43271 1.018741
4687.056 17.60061 1.07425
4688.134 17.65197 1.085224
4689.212 16.89634 1.095651
4690.293 18.12903 1.106417
4691.373 18.21879 1.086367
4692.455 17.19836 1.050161
4693.534 17.46489 1.064867
4694.616 16.95999 1.068979
4695.696 15.86226 1.058727
4696.776 16.34864 1.060819
4697.859 17.1846 1.060559
4698.94 16.7615 1.050266
4700.024 16.62224 1.051137
4701.105 17.18571 1.059908
4702.189 16.3163 1.035869
4703.271 15.49929 1.042545
4704.353 15.60123 1.078524
4705.438 17.10768 1.116063
4706.52 15.86514 1.109555
4707.605 18.33323 1.130923
4708.689 17.70368 1.07497
4709.774 16.57821 1.175016
4710.858 15.57108 1.154522
4711.941 16.00526 1.063734
4713.028 17.46135 1.105835
4714.112 15.08452 1.051277
4715.199 14.98581 1.023758
4716.284 16.74946 1.033372
4717.372 15.1815 1.017139
4718.457 15.57796 1.049985
4719.542 16.36825 1.095138
4720.631 15.68214 1.071173
4721.717 15.10434 1.030272
4722.806 16.40442 1.029576
4723.892 17.7863 1.044968
4724.981 15.62849 1.010584
4726.068 15.70056 1.009173
4727.155 16.08162 1.045899
4728.246 15.39783 1.065381
4729.333 15.79236 1.071616
4730.424 15.92774 1.076796
4731.512 17.08963 1.075724
4732.603 14.94521 1.027778
4733.692 15.04526 1.02551
