# wavelength_A donor_subtracted_flux_1e-17 err_1e-17
4734.781 15.73138 1.039411
4735.873 15.25009 1.051776
4736.962 14.71265 1.070388
4738.055 16.26761 1.100731
4739.145 18.19018 1.106565
4740.237 16.43308 1.064078
4741.328 16.20895 1.054734
4742.421 14.946 1.0618
4743.512 14.54086 1.066616
4744.604 15.0195 1.067592
4745.697 15.54637 1.041389
4746.789 14.46039 1.012026
4747.884 13.81985 1.010544
4748.976 15.04169 1.041071
4750.071 14.83609 1.042406
4751.164 14.92264 1.028333
4752.257 15.10948 1.020257
4753.352 15.6905 1.033423
4754.446 14.73778 1.03014
4755.542 13.49082 0.9920049
4756.637 14.4632 1.010577
4757.733 14.98507 1.034247
4758.828 14.31304 1.033605
4759.923 14.40084 1.025782
4761.02 15.50187 1.047494
4762.116 15.48673 1.04136
4763.214 14.62508 1.030315
4764.31 14.96217 1.048412
4765.408 14.64748 1.062238
4766.504 14.25115 1.058971
4767.601 15.2838 1.072215
4768.7 13.4537 1.031461
4769.797 15.04667 1.030917
4770.898 15.55934 1.051735
4771.995 16.5327 1.064596
4773.095 16.11514 1.038894
4774.193 14.70694 1.006769
4775.292 15.05578 0.9857641
4776.393 15.51789 0.9773336
4777.492 16.4879 0.9844102
4778.593 16.25934 0.9887605
4779.692 15.99941 0.9853548
4780.795 14.56383 0.9664355
4781.895 14.75661 0.9716403
4782.995 13.4088 0.9579051
4784.098 13.60268 0.9718705
4785.198 13.35597 0.9594533
4786.302 16.89428 1.021768
4787.403 14.76155 0.9735961
4788.507 14.24959 0.9627793
4789.608 15.14132 0.979174
4790.71 15.04115 0.9778863
4791.815 13.35298 0.9487136
4792.917 15.16009 0.9642808
4794.023 15.39949 0.9664687
4795.126 13.6895 0.9276049
4796.231 14.62857 0.9494799
4797.334 14.52964 0.9601701
4798.438 13.17491 0.9574071
4799.544 15.24346 0.9814344
4800.649 14.36078 0.9532403
4801.756 13.47344 0.9201413
4802.86 13.52628 0.9222106
4803.968 13.96338 0.9332751
4805.073 15.89454 0.9926223
4806.178 14.17413 0.9909857
4807.287 12.99934 0.961646
4808.393 15.51409 0.9797436
4809.502 13.68876 0.9400446
4810.608 14.96945 0.9454548
4811.717 13.67673 0.931165
4812.824 13.35462 0.946274
4813.931 16.25629 1.025494
4815.042 15.31414 1.016275
4816.149 13.63123 0.9819376
4817.26 14.74165 0.9949284
4818.368 15.12832 0.9854115
4819.479 15.23978 0.9755613
4820.588 15.94067 0.9916345
4821.697 15.22785 0.9693915
4822.809 16.14776 0.967149
4823.918 13.12604 0.9275815
4825.03 14.3884 0.9632926
4826.14 14.99028 0.9558954
4827.253 13.12014 0.915105
4828.364 14.16513 0.9338337
4829.477 14.72556 0.9596098
4830.588 15.33546 0.9816519
4831.699 14.68455 0.9811763
4832.814 15.21643 0.9822093
4833.925 14.80454 0.974596
4835.04 14.84742 0.9709122
4836.152 14.89209 0.9741454
4837.268 12.99905 0.9525288
4838.38 14.84047 0.9693294
4839.494 15.84715 0.9865147
4840.609 13.81392 0.978229
4841.723 15.39633 0.9768659
4842.839 14.06582 0.9355206
4843.954 14.71961 0.9318961
4845.071 14.34348 0.9250724
4846.185 14.23121 0.941058
4847.3 15.63631 1.001736
4848.418 14.48073 1.007224
4849.533 14.67661 1.007962
4850.651 15.1446 0.9899802
4851.768 16.44867 0.989217
4852.886 16.67733 1.006272
4854.002 14.68906 1.007727
4855.119 17.02798 1.027136
4856.239 17.35102 0.9969823
4857.356 16.66398 0.9878563
4858.476 17.95188 0.9897363
4859.594 16.27807 0.9591158
4860.714 16.42674 0.9826
4861.833 19.49707 1.045986
4862.951 19.92019 1.068664
4864.072 20.50339 1.080709
4865.191 20.80495 1.076849
4866.314 17.3711 1.172591
4867.433 18.38111 1.190858
4868.555 20.91702 1.086872
4869.675 19.28954 1.069997
4870.795 19.04005 1.066005
4871.919 18.83293 1.041094
4873.04 17.78109 1.01421
4874.163 18.15776 1.020983
4875.285 16.53391 1.001787
4876.409 16.3007 0.991026
4877.531 17.87059 1.0156
4878.653 17.50985 1.007466
4879.778 17.66544 1.013689
4880.9 16.18378 0.9958869
4882.026 18.21589 1.021717
4883.149 14.55936 0.981959
4884.275 14.87077 0.9879489
4885.398 16.417 1.000635
4886.523 14.98726 0.9742994
4887.649 15.55352 1.002549
4888.773 16.16224 1.041663
4889.901 14.05278 1.019746
4891.026 15.93666 1.023784
4892.154 14.88861 0.9758878
4893.279 14.53297 0.9419519
4894.405 14.31736 0.950336
4895.534 14.08343 0.9426309
4896.66 13.05109 1.049539
4897.789 13.37801 1.081191
4898.916 14.3643 0.9537417
4900.045 15.52538 0.9854544
4901.172 14.86859 0.9833928
4902.3 15.6762 0.9938977
4903.431 14.843 0.9884964
4904.559 14.60519 0.9637893
4905.69 13.95098 0.9589203
4906.818 14.11185 0.9625327
4907.95 14.25258 0.9611002
4909.079 15.32331 0.9507963
4910.208 14.17944 0.9186965
4911.34 13.43427 0.9163039
4912.47 14.6294 0.9389739
4913.603 13.06295 1.091249
4914.733 14.41481 1.225523
4915.867 15.98152 1.031036
4916.998 13.92313 0.9924663
4918.131 14.89834 0.9785668
4919.263 12.7829 0.922686
4920.395 14.42699 0.9314565
4921.529 14.90883 0.9295906
4922.661 14.69874 0.9219298
4923.796 13.72926 0.9098131
4924.929 13.91539 0.9002315
4926.065 14.72438 0.9142323
4927.198 12.16664 0.8698531
4928.332 12.89349 0.8702508
4929.468 14.2688 0.8978214
4930.602 13.26423 0.8884029
4931.739 14.78164 0.9276177
4932.873 13.64326 0.9136199
4934.011 13.9802 0.8956174
4935.146 13.73891 0.8784339
4936.281 12.89347 0.8640546
4937.419 13.66246 0.8897921
4938.556 14.62135 0.9014174
4939.694 13.69148 0.875714
4940.831 14.55503 0.9103341
4941.97 14.35756 0.9234831
4943.107 14.56582 0.9319478
4944.244 14.92627 0.9291277
4945.384 14.79728 0.9003651
4946.522 13.65138 0.8810112
4947.663 13.87943 0.8949903
4948.801 14.31476 0.9119833
4949.942 15.39137 0.9439563
4951.081 13.08732 0.9134145
4952.22 13.1258 0.9285575
4953.362 15.21836 0.9513397
4954.501 15.11638 0.9310308
4955.644 14.626 0.9109917
4956.784 15.0923 0.9097908
4957.927 15.10074 0.9303196
4959.067 14.69266 0.9467804
4960.208 14.72609 0.9355149
4961.352 14.43969 0.9241734
4962.493 13.7419 0.907425
4963.638 14.29542 0.9099578
4964.779 14.34721 0.895276
4965.924 13.76382 0.8902493
4967.067 13.76637 1.038877
4968.209 13.01592 1.052192
4969.355 13.52098 0.9017614
4970.498 13.38801 0.8817999
4971.645 15.87729 0.9123883
4972.788 15.41749 0.9271843
4973.935 13.71886 0.9438154
4975.079 12.15596 0.9186266
4976.224 13.96851 0.9123463
4977.371 14.19202 0.9037426
4978.516 15.05631 0.9134937
4979.664 15.07723 0.9230686
4980.81 13.83702 0.9188262
4981.958 14.79532 0.9499322
4983.105 16.21097 0.988166
4984.251 15.16228 0.9701346
4985.4 15.17492 0.9514118
4986.547 14.6908 0.9278534
4987.697 14.52108 0.969731
4988.844 13.77506 0.9790852
4989.995 14.04813 0.9370374
4991.143 14.53866 0.9076332
4992.291 14.32795 0.9088801
4993.442 16.07439 0.99317
4994.591 14.1394 0.9556807
4995.743 13.5992 0.8925892
4996.892 14.66518 0.8954758
4998.044 12.63724 0.8884571
4999.194 15.61093 0.97325
5000.344 13.23472 0.9404757
5001.497 14.14352 0.9133242
5002.648 15.16557 0.8987962
5003.801 14.4654 0.9114214
5004.952 14.09338 0.9248073
5006.106 15.56005 0.9525153
5007.258 14.17895 0.9278744
5008.413 15.56545 0.9408234
5009.565 16.91585 0.9543433
5010.717 15.80442 0.9390102
5011.873 14.86605 0.9246343
5013.026 15.62617 0.917222
5014.182 14.77911 0.885709
5015.335 14.10318 0.884427
5016.492 13.92882 0.8986568
5017.646 15.91653 0.932915
5018.8 15.57431 0.914935
5019.958 13.59228 0.9316684
5021.112 14.78504 0.987151
5022.27 14.95766 0.9209357
5023.426 16.25543 0.9197662
5024.584 14.96349 0.9032455
5025.74 14.05379 0.894846
5026.896 13.48788 0.9611857
5028.055 12.21878 0.9376561
5029.212 15.61885 0.8814301
5030.372 15.07671 0.871412
5031.529 13.49879 0.8681878
5032.689 14.59796 0.9054298
5033.847 13.80247 0.8861054
5035.005 15.57614 0.8849587
5036.166 14.93953 0.8701096
5037.325 14.39576 0.859546
5038.486 15.65313 0.888174
5039.645 14.44944 0.8912642
5040.808 13.03891 0.8645097
5041.967 13.50967 0.8465799
5043.127 14.43046 0.8633628
5044.29 14.91724 0.8906035
5045.45 14.80163 0.9097595
5046.614 14.9926 0.9258155
5047.775 16.39553 0.9494292
5048.939 14.8126 0.9197608
5050.1 16.05608 0.9122436
5051.262 15.40835 0.9904993
5052.427 12.31571 0.9353471
5053.589 15.05511 0.8620797
5054.754 13.63463 0.8625896
5055.917 14.83546 0.9049555
5057.083 14.8993 0.9398684
5058.247 14.42767 0.915368
5059.41 14.68655 0.8750336
5060.577 14.37469 0.8661532
5061.741 13.67579 0.8651965
5062.908 16.18112 0.9145194
5064.073 15.12662 0.997922
5065.241 15.27207 0.9260455
5066.406 14.82438 0.8923553
5067.572 14.59294 0.8710604
5068.74 15.19715 0.9001558
5069.906 15.38724 0.9269471
5071.075 13.7175 0.9341044
5072.242 17.43459 0.9890395
5073.412 15.67706 0.9362176
5074.579 14.90409 0.8866718
5075.746 15.68203 0.8918183
5076.917 14.53426 0.8765308
5078.084 15.21548 0.8912484
5079.255 14.7851 0.9058946
5080.424 15.78749 0.9328764
5081.596 15.23513 0.9115636
5082.765 13.83121 0.879503
5083.934 15.85808 0.9197248
5085.106 14.85053 0.9015711
5086.276 14.23444 0.8948852
5087.449 13.66256 0.9275906
5088.619 14.85896 0.9400569
5089.792 15.37853 0.9379922
5090.963 13.48136 0.9008472
5092.135 15.14701 0.9298342
5093.309 15.27553 0.9200632
5094.48 13.30627 0.867718
5095.655 16.77038 0.914975
5096.828 14.99666 0.8895485
5098.003 15.3787 0.8919948
5099.176 15.86206 0.916432
5100.352 15.42826 0.922775
5101.525 15.21393 0.9185159
5102.699 16.17673 0.9309664
5103.875 17.0452 0.9093988
5105.049 15.96897 0.8809641
5106.227 14.23258 0.8478628
5107.401 14.47244 0.8673427
5108.579 15.7002 0.8886789
5109.754 14.51987 0.8634823
5110.93 14.9048 0.8831384
5112.108 15.69712 0.8926553
5113.284 16.93099 0.8992613
5114.463 15.71777 0.8882232
5115.64 15.65608 0.8997034
5116.82 15.521 0.8863994
5117.997 16.89069 0.9099504
5119.174 15.73539 0.8925078
5120.355 15.57131 0.8757805
5121.533 17.36372 0.9132935
5122.713 14.22787 0.8540216
5123.892 16.09614 0.8774853
5125.074 16.22969 0.8625576
5126.252 14.76707 0.8604941
5127.432 13.2019 0.8392274
5128.614 16.38007 0.8732336
5129.794 15.32043 0.8617838
5130.977 14.72075 0.8517619
5132.157 15.59631 0.8671573
5133.341 16.50161 0.9091183
5134.522 16.06183 0.9121043
5135.703 16.34189 0.9025945
5136.887 15.19382 0.8739929
5138.069 15.08781 0.8596842
5139.254 16.65737 0.8802183
5140.436 16.48953 0.8960592
5141.622 14.89747 0.8849444
5142.804 16.40574 0.8857955
5143.987 15.25683 0.8628376
5145.174 16.38649 0.8849276
5146.357 16.09695 0.8789751
5147.544 15.63379 0.872392
5148.728 16.68313 0.8919641
5149.916 16.33287 0.8931168
5151.1 15.08244 0.8817377
5152.285 16.59119 0.9045258
5153.473 15.07578 0.945309
5154.659 14.21997 0.9577059
5155.848 14.60009 0.9125955
5157.034 15.73622 0.9091986
5158.223 15.22879 0.8904994
5159.41 15.85024 0.883061
5160.596 16.01158 0.891117
5161.786 15.48319 0.8785759
5162.974 15.85815 0.8790669
5164.165 14.7567 0.8901931
5165.352 15.06878 0.9211307
5166.543 15.74027 0.9367096
5167.732 15.82201 0.9153676
5168.921 14.94719 0.8756268
5170.113 15.87863 0.8886776
5171.302 15.87105 0.8723977
5172.495 15.35618 0.8531148
5173.685 14.98797 0.8391772
5174.878 15.31067 0.8518034
5176.068 15.77601 0.8725175
5177.259 14.94781 0.8549588
5178.453 15.3063 0.8764268
5179.644 14.70257 0.8647756
5180.838 15.55086 0.8612622
5182.03 15.42876 0.8671063
5183.225 15.3545 0.8615999
5184.417 14.87356 0.8474019
5185.61 16.45639 0.8641161
5186.806 15.23687 0.8525544
5187.999 15.36721 0.8709986
5189.196 15.83776 0.8719832
5190.39 15.21789 0.8857485
5191.586 14.78705 0.8818104
5192.781 14.92325 0.8497633
5193.978 16.44762 0.88547
5195.173 16.28153 0.8766637
5196.368 15.22483 0.8912158
5197.566 15.65039 0.9246163
5198.762 16.91441 0.9397801
5199.961 16.12947 0.9095511
5201.157 15.51793 0.8906671
5202.356 14.27663 0.8746944
5203.553 13.71383 0.9069359
5204.751 16.36749 0.9682856
5205.951 14.59942 0.895502
5207.148 14.32684 0.8432533
5208.349 15.45329 0.8501455
5209.547 14.82852 0.8456863
5210.748 13.57576 0.8521386
5211.947 14.12311 0.8626766
5213.146 15.48103 0.8687158
5214.348 15.0018 0.8545266
5215.548 15.75168 0.8681872
5216.751 14.98215 0.9052803
5217.951 15.02118 0.9365023
5219.154 14.47333 0.9279638
5220.355 16.24265 0.9420054
5221.556 14.51557 0.9242528
5222.76 16.51567 0.9405267
5223.961 14.69077 0.865616
5225.166 13.2796 0.8504505
5226.368 15.91416 0.8806683
5227.573 16.72997 0.8891796
5228.775 15.38349 0.8551267
5229.979 16.01323 0.8554935
5231.185 15.97652 0.8733959
5232.388 14.01282 0.8419427
5233.594 13.76548 0.8392023
5234.798 16.30085 0.8875973
5236.005 14.1731 0.8555487
5237.21 17.13786 0.9068393
5238.415 15.1876 0.8794918
5239.623 13.57345 0.850903
5240.828 15.77044 0.8758486
5242.037 14.96564 0.863223
5243.243 16.18568 0.8830208
5244.452 14.78169 0.8658485
5245.658 14.94094 0.8448043
5246.865 14.50159 0.837638
5248.075 13.81597 0.8510488
5249.282 15.3589 0.9105843
5250.493 14.92553 0.9883828
5251.701 15.26794 0.8957742
5252.912 15.58573 0.8840361
5254.12 13.40489 0.8486278
5255.329 13.83408 0.8591431
5256.541 13.67904 0.8656668
5257.75 14.82323 0.8824902
5258.962 14.92778 0.8730318
5260.172 15.62899 0.8762789
5261.385 14.18724 0.8549907
5262.596 12.67131 0.824329
5263.806 14.61747 0.8445791
5265.02 15.14305 0.8520329
5266.231 15.22572 0.8510034
5267.446 15.95846 0.8593743
5268.657 15.56585 0.8558709
5269.872 13.69398 0.8345697
5271.084 14.70061 0.8445435
5272.297 15.29522 0.84967
5273.513 14.75967 0.8427007
5274.726 16.17372 0.8658553
5275.942 15.15921 0.8659146
5277.156 14.40237 0.8666506
5278.373 14.66855 0.8778982
5279.587 14.78032 0.8774498
5280.805 16.41231 0.8845687
5282.02 15.66339 0.8549296
5283.235 14.00402 0.8262912
5284.453 14.07661 0.8335731
5285.669 14.76314 0.8510217
5286.888 14.96772 0.8570153
5288.104 13.19737 0.8199179
5289.323 14.29501 0.8326572
5290.54 14.76341 0.8457733
5291.757 14.59048 0.8487127
5292.977 15.02011 0.8744485
5294.195 15.28734 0.870492
5295.416 13.1248 0.8273813
5296.634 14.6533 0.8413602
5297.855 13.24778 0.8263008
5299.074 15.10777 0.8769704
5300.293 14.75171 0.8777441
5301.516 15.25901 0.8873354
5302.735 13.4288 0.8429089
5303.958 13.09828 0.8198215
5305.178 13.6716 0.829107
5306.401 15.00541 0.8569931
5307.622 13.63408 0.8332562
5308.843 12.38261 0.8208846
5310.067 15.33171 0.8721828
5311.289 13.60417 0.8488956
5312.514 13.41237 0.8418239
5313.736 15.2387 0.8549321
5314.961 15.21003 0.860547
5316.184 12.97301 0.822192
5317.407 14.03348 0.8479711
5318.633 13.86543 0.8844494
5319.857 15.53823 0.9238812
5321.083 15.04108 0.9117955
5322.308 13.43437 0.8522289
5323.535 14.36212 0.8392517
5324.76 14.86829 0.8644587
5325.984 14.16615 0.8693085
5327.213 14.62685 0.8851089
5328.438 15.21322 0.8876086
5329.667 12.80559 0.8509682
5330.893 14.24711 0.8514527
5332.122 14.31898 0.8620436
5333.349 13.40481 0.8466827
5334.576 15.01107 0.8672485
5335.806 13.31649 0.8508343
5337.034 14.48008 0.8537778
5338.264 14.75084 0.8621998
5339.492 15.74709 0.8797929
5340.724 13.75965 0.8587428
5341.952 13.38375 0.8543057
5343.181 13.88385 0.8530927
5344.413 12.63022 0.8331332
5345.643 14.66234 0.8460953
5346.876 13.95631 0.8493796
5348.105 15.20174 0.884056
5349.339 16.38822 1.130734
5350.569 13.92548 1.11912
5351.8 14.67108 1.10671
5353.034 13.98195 0.8340644
5354.266 13.67775 0.8191007
5355.501 14.96669 0.8429179
5356.732 13.64242 0.8387334
5357.968 13.08486 0.8360622
5359.2 13.73156 0.8337174
5360.433 14.66103 0.8389189
5361.669 12.64421 0.805442
5362.903 15.03958 0.8493456
5364.139 13.01524 0.8546141
5365.373 13.9954 0.852117
5366.611 12.04519 0.8091002
5367.845 15.40327 0.8625362
5369.08 14.6863 0.8385246
5370.318 14.0167 0.8742015
5371.554 12.9838 0.8312344
5372.792 14.2848 0.8443396
5374.028 13.51729 0.8403668
5375.268 13.37169 0.8337989
5376.504 12.66693 0.8266865
5377.744 13.80312 0.8279775
5378.981 13.11238 0.8053757
5380.218 13.24936 0.8076248
5381.459 14.17679 0.8267793
5382.697 13.91354 0.8404075
5383.939 13.75658 0.8404152
5385.177 12.24816 0.8343112
5386.419 12.9214 0.8527201
5387.658 14.27228 0.8580346
5388.898 13.35644 0.8307227
5390.14 13.07419 0.8152499
5391.38 13.60775 0.8218301
5392.623 13.63589 0.8348672
5393.864 13.49954 0.8389779
5395.107 14.3156 0.8344048
5396.349 13.00889 0.8069885
5397.59 12.18836 0.7941176
5398.835 13.20905 0.8168438
5400.077 12.94518 0.8102605
5401.322 13.17997 0.8220255
5402.565 12.72154 0.8104166
5403.81 14.03631 0.826346
5405.054 13.57781 0.8171521
5406.297 14.08742 0.842521
5407.544 14.36133 0.8617306
5408.788 13.05564 0.8593506
5410.035 11.38825 0.8293428
5411.28 13.62377 0.8637078
5412.527 12.58957 0.9849347
5413.773 12.47648 0.9648279
5415.018 12.70216 0.9420483
5416.267 13.06765 0.8099468
5417.513 14.39774 0.8206772
5418.762 12.5689 0.8101913
5420.008 13.17314 0.8401612
5421.258 12.85833 0.8366901
5422.505 12.92816 0.8366898
5423.753 12.33963 0.8214212
5425.003 12.86963 0.8229111
5426.252 13.63641 0.8416777
5427.503 14.26234 0.8482335
5428.752 12.51018 0.8128341
5430.003 11.68385 0.8097397
5431.252 13.53813 0.8529749
5432.502 12.66173 0.8451974
5433.755 11.63677 0.8198709
5435.005 12.62466 0.8152437
5436.258 13.14045 0.8204556
5437.509 11.23789 0.8108029
5438.763 11.7874 0.8468273
5440.014 11.88169 0.8104671
5441.265 12.34377 0.8026624
5442.52 12.00203 0.7924532
5443.772 11.05401 0.771415
5445.027 13.04524 0.7995298
5446.28 13.37138 0.8147631
5447.536 13.98945 0.8504044
5448.789 12.68642 0.8808026
5450.042 12.77189 0.8935688
5451.299 12.27506 0.8850519
5452.553 11.18959 0.8310245
5453.81 12.69718 0.8039823
5455.065 12.65079 0.7929025
5456.323 10.76763 0.7868764
5457.579 13.24555 0.8537877
5458.834 11.90013 0.8639283
5460.093 13.98003 0.9416084
5461.349 12.56109 1.049591
5462.608 11.79497 1.043513
5463.865 11.29221 0.9592931
5465.125 12.16602 0.8780937
5466.382 12.16891 0.8249726
5467.64 12.3094 0.8039793
5468.9 12.08443 0.7945924
5470.159 11.31959 0.8050533
5471.42 11.39779 0.8101616
5472.679 11.67084 0.8278217
5473.94 11.86005 0.8448756
5475.2 11.72944 0.853884
5476.462 13.15296 0.8406248
5477.722 12.89244 0.8057195
5478.982 10.8871 0.7807656
5480.246 11.19325 0.8022671
5481.507 12.2884 0.8340311
5482.77 11.74704 0.8373783
5484.032 11.06683 0.8058116
5485.296 10.05987 0.7731369
5486.559 11.16319 0.8114601
5487.821 11.29696 0.8211509
5489.086 12.15844 0.8297819
5490.349 9.442106 0.7794887
5491.615 10.40791 0.7675073
5492.878 13.02632 0.7980611
5494.145 11.12594 0.7657718
5495.409 10.86444 0.7544212
5496.673 11.40902 0.7744789
5497.94 10.6468 0.771686
5499.206 10.69428 0.7917118
5500.474 11.81283 0.8157075
5501.739 11.38263 0.8128767
5503.007 12.12822 0.8265389
5504.273 11.15886 0.7990503
5505.54 11.24603 0.7753831
5506.81 11.14561 0.776322
5508.076 10.43995 0.7664778
5509.346 11.94842 0.8048268
5510.614 12.54237 0.8138522
5511.884 11.94701 0.7907859
5513.152 12.90975 0.7983332
5514.421 11.37046 0.7866898
5515.692 11.30961 0.8064135
5516.961 11.74137 0.8324009
5518.233 10.85275 0.8099185
5519.503 12.73766 0.8216947
5520.776 11.49109 0.7885001
5522.046 10.18349 0.7618958
5523.316 11.61796 0.7840044
5524.59 12.56466 0.7978597
5525.861 12.44947 0.801619
5527.135 11.03675 0.783853
5528.406 9.445013 0.7649115
5529.681 10.95468 0.7762666
5530.954 12.29551 0.7954655
5532.226 10.40677 0.7670823
5533.502 11.33327 0.7660069
5534.774 10.89924 0.7677153
5536.051 10.62348 0.7649738
5537.324 9.88142 0.765538
5538.601 10.44567 0.7895216
5539.876 10.64746 0.8034478
5541.15 12.47092 0.8389905
5542.428 11.04522 0.8120663
5543.703 11.35422 0.8242671
5544.981 10.99494 0.8181583
5546.257 11.36894 0.8472375
5547.536 11.77298 0.8210356
5548.811 11.21729 0.7739031
5550.088 12.1341 0.7901032
5551.368 10.98187 0.7780311
5552.645 10.47987 0.8042406
5553.926 10.80561 0.8262015
5555.203 12.0744 0.8450149
5556.484 12.10424 0.8263691
5557.763 11.55246 0.7929195
5559.041 11.86549 0.7848638
5560.323 9.814835 0.7498856
5561.602 10.71068 0.7574221
5562.885 10.60993 0.7800472
5564.165 11.14053 0.8201639
5565.447 12.99864 0.8480615
5566.728 10.6276 0.8118082
5568.008 9.870757 0.795494
5569.292 11.89659 0.8223344
5570.574 10.58664 0.8007731
5571.858 8.864844 0.7630802
5573.14 11.50599 0.7854292
5574.425 11.08583 0.8262702
5575.708 14.09313 1.138027
5576.993 -1.308048 3.277712
5578.276 -9.854673 6.680955
5579.56 22.89983 5.100523
5580.846 23.24909 2.973835
5582.13 7.264295 1.895788
5583.417 9.159972 1.157094
5584.702 10.77032 0.9012982
5585.989 11.10401 0.8080127
5587.274 10.06609 0.7827838
5588.56 10.64148 0.812048
5589.849 10.39011 0.811134
5591.135 9.019589 0.7661311
5592.424 9.892218 0.8064874
5593.71 10.18899 0.8234024
5595.001 9.773242 0.8178682
5596.288 9.775593 0.8063353
5597.575 10.79719 0.8001471
5598.866 9.629257 0.7616554
5600.154 10.43779 0.7776678
5601.445 10.20328 0.7911041
5602.733 10.71946 0.8070275
5604.025 10.44846 0.7831315
5605.315 9.80754 0.7716962
5606.605 10.4794 0.8051779
5607.897 10.73846 0.8083071
5609.187 9.636915 0.7810246
5610.48 10.02851 0.754755
5611.771 10.0823 0.7443306
5613.065 9.30989 0.7491129
5614.357 9.153434 0.7516105
5615.648 10.27454 0.7374266
5616.943 9.384485 0.7166151
5618.235 9.779895 0.7414401
5619.531 9.981147 0.7468957
5620.824 8.797772 0.7269009
5622.12 9.41401 0.7466713
5623.413 9.464819 0.7609676
5624.707 10.19014 0.7887012
5626.004 10.42094 0.7919699
5627.298 9.175487 0.7875154
5628.596 10.10863 0.7833056
5629.891 11.10545 0.7564308
5631.189 10.73446 0.749064
5632.484 11.06775 0.7812201
5633.78 12.2394 0.8188308
5635.079 8.778434 0.8742946
5636.376 11.11424 0.9007167
5637.675 10.69606 0.8832159
5638.972 8.348322 0.8582387
5640.273 8.683916 0.8635041
5641.57 10.53627 0.9106106
5642.868 10.08455 0.8924094
5644.169 9.294749 0.8102636
5645.468 10.61187 0.7645496
5646.77 10.05337 0.7762682
5648.068 10.06392 0.7652632
5649.371 9.646106 0.7509509
5650.67 9.677964 0.7490541
5651.971 10.05383 0.7730083
5653.274 9.995243 0.7931919
5654.574 9.523414 0.8081272
5655.878 11.32163 0.8548471
5657.18 11.35651 0.7941687
5658.484 9.813255 0.7423433
5659.786 11.09158 0.7837514
5661.088 8.848052 0.7825899
5662.393 9.975325 0.8144575
5663.696 8.69417 0.7755689
5665.002 10.92198 0.7794412
5666.305 9.112845 0.739796
5667.612 9.365153 0.7492243
5668.916 10.88198 0.7924963
5670.22 10.51132 0.8189856
5671.527 9.416588 0.8240087
5672.832 10.45736 0.83917
5674.14 10.24839 0.8366934
5675.445 9.883838 0.790266
5676.754 9.118226 0.7739396
5678.06 9.118504 0.7662354
5679.37 10.63994 0.7760703
5680.676 9.117843 0.7941837
5681.983 11.66705 0.8597469
5683.293 10.16789 0.8286173
5684.601 8.628827 0.8370823
5685.911 8.274653 0.8759136
5687.219 9.736243 0.8763751
5688.531 9.528943 0.8667967
5689.839 9.950384 0.8955013
5691.148 10.07667 0.9290732
5692.461 10.38183 0.8866782
5693.77 9.520151 0.8352371
5695.083 9.380366 0.8170794
5696.394 9.497842 0.8489963
5697.707 9.20971 0.8406903
5699.018 9.869784 0.8194926
5700.329 9.18346 0.7949192
5701.643 8.773635 0.7823774
5702.955 10.24877 0.7984849
5704.27 10.09588 0.780341
5705.583 10.78837 0.7955907
5706.898 9.641241 0.7906847
5708.211 9.96008 0.7690027
5709.524 10.58378 0.7856242
5710.841 9.797241 0.7831078
5712.154 9.267063 0.7714702
5713.472 9.131028 0.7793053
5714.786 8.923098 0.7599061
5716.104 8.886821 0.7410697
5717.419 9.05503 0.747089
5718.734 8.992427 0.7577081
5720.053 8.694401 0.7349031
5721.369 9.699798 0.7560236
5722.688 8.987887 0.7635258
5724.004 9.110974 0.7716144
5725.324 9.973481 0.7749127
5726.642 10.38572 0.7681655
5727.959 8.43511 0.7402878
5729.28 8.657167 0.7537894
5730.598 10.08546 0.7761808
5731.919 9.646479 0.7625895
5733.238 9.468505 0.7643058
5734.56 9.735168 0.7687289
5735.879 8.734396 0.7630529
5737.199 8.199568 0.7444648
5738.521 8.050341 0.7365737
5739.842 8.918854 0.7334124
5741.166 8.592633 0.7246476
5742.486 9.546486 0.735666
5743.81 8.064482 0.727569
5745.132 9.182297 0.759252
5746.454 8.996224 0.7520975
5747.778 10.27816 0.7615861
5749.101 10.26523 0.7607244
5750.427 9.347211 0.7779409
5751.749 9.835907 0.7799467
5753.076 7.655966 0.725037
5754.399 8.021821 0.7225789
5755.723 10.58193 0.7724878
5757.05 9.015703 0.7515994
5758.374 10.29454 0.7595093
5759.703 9.537203 0.7532914
5761.027 8.775627 0.7372894
5762.356 8.82232 0.7547733
5763.682 8.762387 0.7940524
5765.008 9.69303 0.8250171
5766.337 9.178231 0.8057339
5767.664 8.543021 0.7799485
5768.994 9.475716 0.813876
5770.321 9.724968 0.8357239
5771.651 9.625583 0.8268908
5772.979 10.12328 0.8139919
5774.307 9.894606 0.7859865
5775.639 7.696533 0.7412302
5776.967 8.996528 0.7654418
5778.299 10.00911 0.8013799
5779.629 9.770859 0.8161643
5780.961 9.409605 0.7797568
5782.292 8.648688 0.7332788
5783.625 8.800623 0.7429224
5784.956 9.464508 0.7961362
5786.286 9.892837 0.8153494
5787.621 8.300699 0.7727448
5788.952 9.581436 0.7776149
5790.287 8.355274 0.7961572
5791.619 9.210911 0.8517445
5792.955 10.21772 0.841955
5794.287 8.801108 0.7817146
5795.62 9.414572 0.8011818
5796.957 9.482729 0.8647029
5798.29 9.575233 0.8322183
5799.627 8.4029 0.7632186
5800.961 7.606114 0.7439483
