# wavelength_A donor_subtracted_flux_1e-17 err_1e-17
4705.438 13.92569 1.141666
4706.52 14.63111 1.162528
4707.605 15.53682 1.189654
4708.689 14.82364 1.148647
4709.774 16.15562 1.149275
4710.858 15.97386 1.145005
4711.941 15.99128 1.147361
4713.028 16.75707 1.146695
4714.112 15.42478 1.115072
4715.199 17.77989 1.13154
4716.284 15.43325 1.101665
4717.372 16.42458 1.133015
4718.457 16.61247 1.155469
4719.542 15.39454 1.138284
4720.631 16.02711 1.135267
4721.717 17.22538 1.141511
4722.806 16.55581 1.135384
4723.892 16.71267 1.119849
4724.981 15.85062 1.179433
4726.068 15.51103 1.170778
4727.155 16.94174 1.178348
4728.246 16.1262 1.174978
4729.333 14.54802 1.076826
4730.424 14.58151 1.111393
4731.512 15.10469 1.119416
4732.603 15.02504 1.098988
4733.692 15.75669 1.10282
4734.781 15.61732 1.107969
4735.873 15.57415 1.117459
4736.962 12.91166 1.134756
4738.055 16.49717 1.213472
4739.145 14.86946 1.188954
4740.237 13.87934 1.10507
4741.328 12.42572 1.056611
4742.421 14.38523 1.106983
4743.512 15.43605 1.16122
4744.604 15.96509 1.525695
4745.697 16.67938 1.519441
4746.789 11.49447 1.278585
4747.884 10.82432 1.213994
4748.976 14.11884 1.058194
4750.071 13.46521 1.034525
4751.164 13.88619 1.075275
4752.257 11.4952 1.043225
4753.352 14.67013 1.111125
4754.446 14.33541 1.12217
4755.542 12.55459 1.06559
4756.637 15.44623 1.352454
4757.733 16.4451 1.335584
4758.828 14.03893 1.396337
4759.923 9.46585 1.293162
4761.02 12.84801 1.288272
4762.116 14.13127 1.0519
4763.214 14.13855 1.010166
4764.31 11.35077 0.9711099
4765.408 12.10884 0.9761974
4766.504 11.62428 0.984974
4767.601 12.04779 1.00842
4768.7 11.7858 0.9944872
4769.797 11.80343 0.9949571
4770.898 13.92696 1.071773
4771.995 12.68344 1.33116
4773.095 10.59073 1.35254
4774.193 12.15386 1.405079
4775.292 10.97135 1.036337
4776.393 11.72659 1.019026
4777.492 11.18242 0.9683741
4778.593 8.266261 0.9563384
4779.692 10.85642 0.9943576
4780.795 9.095383 0.9810487
4781.895 9.317195 0.968876
4782.995 11.94742 0.9897187
4784.098 11.4149 0.972626
4785.198 8.975195 0.9423876
4786.302 9.845343 0.9645852
4787.403 10.56791 1.010022
4788.507 8.953549 1.015324
4789.608 8.14928 1.015197
4790.71 9.069781 0.9749298
4791.815 11.34785 1.076853
4792.917 11.27944 1.087739
4794.023 9.585315 0.9850292
4795.126 9.887866 0.9748086
4796.231 10.06373 0.9687867
4797.334 9.524424 0.9526446
4798.438 9.782158 0.9445889
4799.544 7.768693 0.9168392
4800.649 9.40512 0.9484569
4801.756 11.09626 0.9685436
4802.86 9.526177 0.939836
4803.968 8.69774 0.9190221
4805.073 8.000835 0.8983311
4806.178 7.528592 0.879019
4807.287 8.249902 0.8918468
4808.393 7.927577 0.9270171
4809.502 8.790652 0.9664021
4810.608 8.214381 0.9477648
4811.717 9.098927 0.9270076
4812.824 6.760682 0.8869916
4813.931 7.869874 0.8929783
4815.042 6.452655 0.9242933
4816.149 6.290165 0.967239
4817.26 8.088801 1.017153
4818.368 9.081475 1.008478
4819.479 8.081887 0.982635
4820.588 6.800547 0.9237195
4821.697 7.123385 0.8990326
4822.809 7.283425 0.9313495
4823.918 6.735642 0.8908881
4825.03 6.477757 0.912554
4826.14 6.884246 0.8984907
4827.253 4.661284 0.8936463
4828.364 7.020701 0.9415131
4829.477 6.368101 0.9587234
4830.588 6.689775 0.9356699
4831.699 6.127316 0.8835623
4832.814 5.68827 0.8877609
4833.925 7.028438 0.9324761
4835.04 7.087188 0.9290461
4836.152 5.896361 0.9150199
4837.268 6.786054 0.9134765
4838.38 6.714122 0.9041345
4839.494 6.309781 0.9006986
4840.609 5.659407 0.8930334
4841.723 5.704741 0.9019983
4842.839 6.003378 0.8744643
4843.954 5.613878 0.8635238
4845.071 5.499993 0.8442978
4846.185 4.960508 0.854041
4847.3 5.466936 0.8546702
4848.418 6.085181 0.8983737
4849.533 4.74511 0.8505082
4850.651 5.705967 0.8276603
4851.768 4.783845 0.8276187
4852.886 4.903301 0.8644451
4854.002 4.437579 0.9117646
4855.119 6.126112 0.9601978
4856.239 5.734223 1.021248
4857.356 5.011315 0.9788888
4858.476 4.27182 0.9844846
4859.594 6.023435 1.504418
4860.714 9.335608 1.333952
4861.833 6.990859 2.210602
4862.951 5.552274 1.089734
4864.072 4.896013 1.093336
4865.191 8.937225 1.154091
4866.314 8.128888 1.014751
4867.433 6.730746 0.9714091
4868.555 7.184465 0.9381306
4869.675 5.06172 0.9047297
4870.795 4.968815 0.879862
4871.919 4.212221 0.8552517
4873.04 0.8967505 0.7993156
4874.163 3.39236 0.8378263
4875.285 4.018972 0.9066494
4876.409 2.513107 0.8581306
4877.531 4.531554 0.9013075
4878.653 3.43191 0.8739124
4879.778 4.185229 0.8556204
4880.9 4.590291 0.858673
4882.026 3.580423 0.8779832
4883.149 3.743718 0.8939318
4884.275 4.059371 0.9054164
4885.398 2.798739 0.8675426
4886.523 3.826015 0.8635386
4887.649 2.840989 0.8356226
4888.773 2.402335 0.8275145
4889.901 3.571346 0.8398073
4891.026 2.26937 0.8624836
4892.154 3.520336 0.8991874
4893.279 4.285059 0.9197217
4894.405 2.613785 0.8941351
4895.534 2.391462 0.8716649
4896.66 5.843637 0.8874592
4897.789 3.865888 0.8494555
4898.916 2.53688 0.8174252
4900.045 2.635636 0.8695769
4901.172 4.869227 0.9098393
4902.3 5.105149 0.9455173
4903.431 2.776944 0.8947499
4904.559 4.351497 0.8829955
4905.69 3.715385 0.8652136
4906.818 2.566623 0.8331231
4907.95 4.485564 0.896946
4909.079 4.707357 0.8904712
4910.208 2.900175 0.8924473
4911.34 1.516608 0.8451433
4912.47 3.385542 0.8384478
4913.603 3.74872 0.8552547
4914.733 4.900154 0.9266358
4915.867 3.905143 0.9057297
4916.998 1.469277 0.8583742
4918.131 4.078719 0.8485917
4919.263 5.101652 0.8660364
4920.395 3.815745 0.8303673
4921.529 2.198949 0.8046721
4922.661 3.856968 1.053816
4923.796 5.349731 1.112276
4924.929 1.968741 0.8414044
4926.065 1.994757 0.8705341
4927.198 4.967722 0.913955
4928.332 2.435731 0.8656197
4929.468 3.615996 0.852191
4930.602 4.775503 0.8691253
4931.739 3.919001 0.8594543
4932.873 3.732732 0.849048
4934.011 3.233663 0.8529718
4935.146 4.899012 1.14254
4936.281 5.146686 1.16956
4937.419 3.06761 0.8399699
4938.556 2.607138 0.8374443
4939.694 4.627998 0.8459222
4940.831 4.08346 0.8134612
4941.97 3.970938 1.072488
4943.107 7.177398 1.112877
4944.244 6.233226 1.110613
4945.384 2.790237 1.109703
4946.522 1.615526 0.8564113
4947.663 1.380371 0.8591728
4948.801 5.449162 1.139283
4949.942 3.919158 1.163694
4951.081 1.282541 0.8526427
4952.22 2.616905 0.8737901
4953.362 3.377894 0.8899935
4954.501 5.092035 0.924356
4955.644 4.564274 0.891354
4956.784 6.331766 0.8458061
4957.927 3.961248 0.8070723
4959.067 4.532703 0.8238684
4960.208 3.240916 0.8147568
4961.352 2.580139 0.7866005
4962.493 0.9643083 0.7439859
4963.638 3.214984 0.7548097
4964.779 2.486449 0.7572337
4965.924 2.251544 0.7591314
4967.067 3.803563 0.7863299
4968.209 3.782822 0.7944131
4969.355 2.84336 0.7997078
4970.498 2.754205 0.812564
4971.645 2.500433 0.8527607
4972.788 2.879689 0.8568991
4973.935 3.201368 0.8293887
4975.079 2.764837 0.7947952
4976.224 2.734975 0.8138839
4977.371 3.177444 0.8493575
4978.516 5.284517 1.187714
4979.664 5.934385 1.249419
4980.81 3.641912 1.08848
4981.958 1.797736 1.085941
4983.105 1.4584 1.101795
4984.251 2.677448 0.9721578
4985.4 2.079071 0.8569216
4986.547 1.335022 0.8551821
4987.697 3.393176 0.8929471
4988.844 4.181042 0.9685867
4989.995 4.835423 0.9441677
4991.143 3.652976 0.8562652
4992.291 2.483539 0.8173114
4993.442 4.467801 0.835352
4994.591 2.611614 0.8218629
4995.743 3.392221 0.8555635
4996.892 2.024693 0.792849
4998.044 2.995731 0.7863234
4999.194 4.632499 0.786512
5000.344 2.528661 0.7710329
5001.497 3.867177 0.8092321
5002.648 4.137506 0.8258108
5003.801 2.405622 0.7759407
5004.952 2.872292 0.7427117
5006.106 2.299384 0.7519838
5007.258 4.909243 0.786841
5008.413 0.5866935 0.7493089
5009.565 2.753235 0.7739731
5010.717 3.483678 0.8101415
5011.873 3.264919 0.7870944
5013.026 3.777074 0.7482412
5014.182 3.69697 0.7311701
5015.335 3.682255 0.7286066
5016.492 2.919202 0.7362769
5017.646 2.22737 0.74182
5018.8 4.559999 0.7888797
5019.958 4.3441 0.7786129
5021.112 2.487859 0.7400515
5022.27 2.273962 0.7176191
5023.426 3.331585 0.7394458
5024.584 2.412239 0.7322415
5025.74 2.853462 0.7784331
5026.896 3.078602 0.7871255
5028.055 2.553774 0.7597554
5029.212 1.891689 0.7242172
5030.372 2.31473 0.7103068
5031.529 2.838502 0.738658
5032.689 2.25911 0.741591
5033.847 3.989049 0.7715842
5035.005 3.62758 0.7785472
5036.166 2.697159 0.7524114
5037.325 3.784574 0.7651639
5038.486 3.583678 0.7520579
5039.645 2.874402 0.7547882
5040.808 3.417406 0.7675237
5041.967 2.088005 0.7868625
5043.127 3.196989 0.7974557
5044.29 1.105542 0.7783465
5045.45 2.883517 0.7725525
5046.614 3.139736 0.7679827
5047.775 3.713729 0.7828861
5048.939 3.040518 0.7754937
5050.1 6.258559 1.193838
5051.262 7.152752 1.205845
5052.427 2.042214 1.02572
5053.589 3.443665 0.7492275
5054.754 3.780653 0.7489409
5055.917 2.800089 0.7214791
5057.083 1.574863 0.705521
5058.247 5.119416 1.017747
5059.41 5.01318 1.062944
5060.577 1.797257 0.7867212
5061.741 2.892478 0.7785755
5062.908 3.978801 0.7697841
5064.073 1.3525 0.7418027
5065.241 3.894693 1.021434
5066.406 6.1643 1.042125
5067.572 3.054198 0.7341509
5068.74 2.783084 0.7369422
5069.906 2.365199 0.7595264
5071.075 1.633353 0.7752386
5072.242 3.592232 0.8218542
5073.412 3.051841 0.8313741
5074.579 3.372373 0.8267993
5075.746 3.069235 0.7931934
5076.917 2.932274 0.7520144
5078.084 3.894483 1.014548
5079.255 6.558162 1.027623
5080.424 5.667744 1.079261
5081.596 4.1427 0.8712664
5082.765 2.832631 0.8978862
5083.934 1.641359 0.8241732
5085.106 3.465353 0.7915688
5086.276 2.145705 0.7926022
5087.449 3.264954 0.7966918
5088.619 2.79184 0.8288964
5089.792 1.711107 0.8201429
5090.963 3.541149 0.8137693
5092.135 3.888236 0.7910872
5093.309 2.057684 0.7239239
5094.48 2.968783 0.7072511
5095.655 3.141952 0.7304113
5096.828 2.473047 0.7550212
5098.003 2.792863 0.7590204
5099.176 3.439925 1.05708
5100.352 4.928629 1.062998
5101.525 3.362645 0.7984369
5102.699 3.444258 0.7737824
5103.875 2.804722 0.7279353
5105.049 2.771908 0.7482097
5106.227 2.001403 0.7501885
5107.401 2.796447 0.7864457
5108.579 3.18406 0.783079
5109.754 3.256645 0.9595983
5110.93 0.07807336 0.8884665
5112.108 3.784664 0.8854604
5113.284 0.3726895 0.8818564
5114.463 3.743423 0.785461
5115.64 2.006932 0.7620919
5116.82 2.031638 0.7372571
5117.997 2.727894 0.728717
5119.174 2.030455 0.7263389
5120.355 5.091312 1.045386
5121.533 2.578409 1.069855
5122.713 2.716753 0.7381988
5123.892 2.753548 0.7136248
5125.074 3.04804 0.719681
5126.252 4.060753 0.729279
5127.432 2.912908 0.7271457
5128.614 5.052632 0.7718536
5129.794 3.124136 0.8076185
5130.977 2.278767 0.7933608
5132.157 0.3508007 0.7533685
5133.341 3.320844 0.7445875
5134.522 4.925546 1.082729
5135.703 2.696338 0.9681681
5136.887 3.358797 0.7415652
5138.069 4.118232 0.740427
5139.254 3.668872 0.7382048
5140.436 4.202849 0.7463314
5141.622 6.088325 1.008477
5142.804 3.874 0.9791171
5143.987 2.531445 0.7222557
5145.174 2.830238 0.7277414
5146.357 3.05294 0.7461771
5147.544 3.055868 0.7493264
5148.728 3.507431 0.7515868
5149.916 2.637145 0.7697646
5151.1 4.044171 0.8020498
5152.285 3.484519 0.7805498
5153.473 3.73518 0.7827181
5154.659 3.797975 0.8010718
5155.848 1.861232 0.789094
5157.034 1.740046 0.7698982
5158.223 2.799419 0.7940056
5159.41 0.6784087 0.8134248
5160.596 2.308617 0.8076224
5161.786 0.5986338 0.8374654
5162.974 2.418951 0.859905
5164.165 3.392735 0.8121061
5165.352 3.442541 0.7528735
5166.543 5.565144 0.7418592
5167.732 6.244534 0.7439677
5168.921 5.779812 0.7557732
5170.113 5.030204 0.7430939
5171.302 4.150443 0.7103338
5172.495 3.690973 0.6976665
5173.685 2.862883 0.6859888
5174.878 2.546666 0.6652301
5176.068 2.81334 0.8824289
5177.259 3.647323 0.8876598
5178.453 2.00678 0.6675686
5179.644 3.403516 0.6800303
5180.838 4.258409 0.6977587
5182.03 2.899438 0.6722
5183.225 2.394334 0.6557351
5184.417 3.505679 0.6625053
5185.61 2.123679 0.6530476
5186.806 1.837915 0.6538716
5187.999 2.81112 0.6860374
5189.196 1.705893 0.682628
5190.39 2.060129 0.6971565
5191.586 4.323806 0.9515352
5192.781 3.316788 0.9603307
5193.978 1.065881 0.6676205
5195.173 1.598167 0.6783514
5196.368 2.049515 0.687377
5197.566 3.055834 0.7455454
5198.762 1.733914 0.7890459
5199.961 3.672274 0.8040919
5201.157 2.90977 0.7607831
5202.356 2.757412 0.7309657
5203.553 4.476909 0.7381181
5204.751 3.494743 0.72506
5205.951 3.679826 0.7084817
5207.148 3.725325 0.7055159
5208.349 4.402683 0.7156159
5209.547 4.049321 0.721755
5210.748 3.194288 0.7077709
5211.947 -0.5708894 0.7100325
5213.146 3.061258 1.022342
5214.348 2.450716 0.9475707
5215.548 2.105896 0.7121975
5216.751 3.750891 1.007703
5217.951 4.12442 1.008971
5219.154 3.721351 0.787739
5220.355 2.398964 0.804911
5221.556 2.984323 0.8360576
5222.76 3.098599 0.8106895
5223.961 2.693314 0.7444959
5225.166 3.449773 0.7398197
5226.368 4.242304 0.7468426
5227.573 3.215425 0.7886479
5228.775 4.011605 1.112899
5229.979 4.365722 1.078111
5231.185 1.399804 0.813759
5232.388 3.097024 0.8170483
5233.594 4.086718 0.7860382
5234.798 4.013876 0.960987
5236.005 4.022936 0.9851099
5237.21 3.322248 0.7287781
5238.415 1.874731 0.7191482
5239.623 2.927595 0.748665
5240.828 3.001348 0.7510738
5242.037 2.256694 0.7245662
5243.243 3.65776 0.9524179
5244.452 3.457178 0.9432648
5245.658 2.079845 0.7530837
5246.865 3.539429 1.016524
5248.075 6.339585 1.058271
5249.282 5.453806 1.056738
5250.493 -0.09620136 0.8703273
5251.701 2.927551 1.59737
5252.912 5.938996 1.037022
5254.12 2.150216 0.7432264
5255.329 4.31042 1.057609
5256.541 4.334463 1.058072
5257.75 1.340778 0.7407183
5258.962 2.889653 1.005796
5260.172 3.966801 0.9925932
5261.385 2.221674 0.7305607
5262.596 3.602413 0.7331592
5263.806 3.955735 0.7211572
5265.02 3.855937 0.7077334
5266.231 3.734327 0.7067243
5267.446 0.9847144 0.6963624
5268.657 4.263161 0.724952
5269.872 4.011308 0.7317365
5271.084 4.41633 0.9388894
5272.297 6.056978 0.9663593
5273.513 3.058565 0.9781865
5274.726 2.26973 0.7170493
5275.942 1.61549 0.7219967
5277.156 1.25301 0.7276921
5278.373 2.313981 0.742952
5279.587 3.402422 0.7365496
5280.805 2.059288 0.7201103
5282.02 2.49711 0.7088641
5283.235 1.952154 0.7183539
5284.453 1.769154 0.7296438
5285.669 1.334674 0.7389528
5286.888 3.433509 0.7772707
5288.104 1.165318 0.741067
5289.323 1.526393 0.7360681
5290.54 2.707111 0.7357605
5291.757 2.454473 0.7339479
5292.977 5.893818 1.000096
5294.195 2.823143 0.9790262
5295.416 4.182486 0.7449612
5296.634 1.688784 0.7243951
5297.855 2.22647 0.7123388
5299.074 3.223183 0.7412271
5300.293 1.484953 0.7270154
5301.516 1.302667 0.7229122
5302.735 1.983406 0.7573247
5303.958 1.512485 0.7818221
5305.178 2.502551 0.8192696
5306.401 2.580522 0.8347888
5307.622 3.617266 0.8261815
5308.843 1.441322 0.7495436
5310.067 1.917892 0.7053035
5311.289 1.613956 0.7021633
5312.514 1.947768 0.8044419
5313.736 1.036181 1.432356
5314.961 6.774606 1.49994
5316.184 2.924643 1.111263
5317.407 2.448077 0.7457227
5318.633 0.1154408 0.7098516
5319.857 2.940983 0.7819268
5321.083 2.152656 0.7877653
5322.308 2.735717 0.7943953
5323.535 3.151562 0.729017
5324.76 2.349141 0.7379234
5325.984 2.750857 0.7612531
5327.213 3.319449 0.7348642
5328.438 4.726907 1.448136
5329.667 1.610972 1.451655
5330.893 1.791579 0.7204541
5332.122 1.329945 0.7325705
5333.349 1.88727 0.7160112
5334.576 2.698459 0.7191402
5335.806 3.034992 0.7498614
5337.034 2.018825 0.7338193
5338.264 2.10142 0.7599701
5339.492 2.238337 0.7428009
5340.724 3.584096 0.7877466
5341.952 3.187517 1.078032
5343.181 6.456234 1.080979
5344.413 4.780141 1.027165
5345.643 1.534905 0.7452705
5346.876 3.73652 1.017043
5348.105 3.918396 1.00109
5349.339 1.70814 0.7273776
5350.569 1.91943 0.7539881
5351.8 1.29331 0.7540398
5353.034 0.9691368 0.8083079
5354.266 2.837709 1.053868
5355.501 6.172288 1.034368
5356.732 5.565813 1.04233
5357.968 4.103859 0.7842966
5359.2 2.683918 0.7788833
5360.433 3.26956 0.7793043
5361.669 2.462577 0.7617568
5362.903 1.588991 0.7275076
5364.139 3.738548 0.7261199
5365.373 1.752465 0.732139
5366.611 4.425141 1.007067
5367.845 2.345 1.030982
5369.08 2.203356 1.03431
5370.318 7.091468 1.141618
5371.554 3.170583 1.114069
5372.792 3.24005 0.8352915
5374.028 3.331774 0.8015709
5375.268 3.12193 0.7871164
5376.504 2.776363 0.7923771
5377.744 1.618302 0.7669502
5378.981 1.784749 0.7361903
5380.218 1.480278 0.7384538
5381.459 1.268264 0.7520986
5382.697 4.758829 1.067861
5383.939 2.672778 1.006039
5385.177 2.407491 0.7172722
5386.419 2.005805 0.7201952
5387.658 -1.823487 0.8610383
5388.898 5.601985 1.49873
5390.14 3.42333 1.179788
5391.38 2.055046 0.7544758
5392.623 1.546927 0.7629253
5393.864 4.008564 1.08937
5395.107 1.071932 1.107758
5396.349 1.967929 0.788402
5397.59 2.065635 0.7759855
5398.835 4.359145 0.9748343
5400.077 1.656992 0.9649235
5401.322 1.866351 0.7351518
5402.565 1.899029 0.7465785
5403.81 4.323886 1.006417
5405.054 6.787845 1.028338
5406.297 1.035117 0.8227361
5407.544 -0.3012544 0.8109447
5408.788 2.44397 0.7182099
5410.035 2.494938 0.7195704
5411.28 3.38572 0.7619058
5412.527 2.021441 0.9772583
5413.773 4.803674 0.9722208
5415.018 1.72349 1.427151
5416.267 0.79805 0.9550071
5417.513 -0.4429968 1.022471
5418.762 0.7170915 0.9254139
5420.008 2.381947 0.7800261
5421.258 4.173628 1.004169
5422.505 3.718342 0.9734348
5423.753 1.378767 0.7100277
5425.003 0.940251 0.7187297
5426.252 1.053305 0.7372178
5427.503 2.74015 0.7584851
5428.752 3.553289 1.01236
5430.003 5.926857 1.054822
5431.252 6.534927 1.089368
5432.502 3.418663 1.091028
5433.755 2.3916 0.8461781
5435.005 3.649272 0.8275107
5436.258 1.860585 0.7864964
5437.509 4.116752 1.00792
5438.763 4.957784 1.01726
5440.014 2.107055 1.045419
5441.265 -1.975364 0.88087
5442.52 1.564489 0.773357
5443.772 2.660069 0.9749656
5445.027 3.451638 1.456363
5446.28 0.7893154 0.8663933
5447.536 5.017736 0.7549008
5448.789 4.966829 0.7536112
5450.042 4.310385 0.7511057
5451.299 4.403262 0.770345
5452.553 4.791426 0.7668698
5453.81 3.277661 0.7539175
5455.065 4.49392 0.9231893
5456.323 3.984156 0.7079876
5457.579 2.835153 0.7020198
5458.834 2.432909 0.7389302
5460.093 1.321285 0.8800109
5461.349 2.504546 1.275346
5462.608 1.768104 1.357572
5463.865 2.777274 1.109004
5465.125 2.560202 1.159925
5466.382 3.848934 1.048199
5467.64 3.222379 1.003619
5468.9 0.7135482 0.7139963
5470.159 1.964118 0.7195156
5471.42 2.132396 0.7283889
5472.679 3.077468 0.7400221
5473.94 4.562336 0.7603303
5475.2 -0.2485815 0.8523052
5476.462 1.493705 0.8317409
5477.722 2.554598 0.7289731
5478.982 1.368772 0.7342573
5480.246 3.171674 0.7882024
5481.507 1.316772 0.8091868
5482.77 3.000267 0.7953869
5484.032 2.444559 0.7525251
5485.296 2.362304 0.7450632
5486.559 2.505511 0.7494789
5487.821 1.65075 0.7432674
5489.086 1.959118 0.7328666
5490.349 2.206759 0.7289238
5491.615 1.974145 0.7085639
5492.878 1.853302 0.6977605
5494.145 -0.3290629 0.8678253
5495.409 -0.5500997 1.850604
5496.673 4.723778 0.9769736
5497.94 3.423019 0.740326
5499.206 2.400858 0.7511097
5500.474 3.469328 0.7883113
5501.739 3.948256 0.8025568
5503.007 2.743024 0.763577
5504.273 2.461304 0.7242388
5505.54 3.528395 0.7226805
5506.81 3.391269 0.7145317
5508.076 2.075247 0.7010799
5509.346 2.586233 0.7014015
5510.614 1.844106 0.6965127
5511.884 2.500028 0.7063557
5513.152 2.292509 0.7338832
5514.421 2.806619 0.7766533
5515.692 2.432853 0.7492877
5516.961 1.256286 0.7083408
5518.233 5.224181 0.9641285
5519.503 2.085382 0.976585
5520.776 2.859141 0.7412829
5522.046 1.663398 0.7554697
5523.316 5.707375 1.020032
5524.59 2.452217 0.9452745
5525.861 1.788007 0.6833249
5527.135 1.988626 0.6893365
5528.406 1.771416 0.6824838
5529.681 2.895321 0.7100406
5530.954 2.594196 0.6946048
5532.226 3.362928 0.6928526
5533.502 2.201553 0.6806098
5534.774 1.501126 0.6786069
5536.051 3.181968 0.6821801
5537.324 3.269079 0.7055206
5538.601 2.384697 0.7200856
5539.876 2.820566 0.7441427
5541.15 0.9340867 0.7119138
5542.428 2.788869 0.726324
5543.703 1.690836 0.725796
5544.981 3.084606 0.7155791
5546.257 2.525956 0.7027557
5547.536 3.388246 0.6969892
5548.811 1.779166 0.6847712
5550.088 2.21561 0.7212491
5551.368 5.087528 0.9938158
5552.645 3.457444 0.936403
5553.926 1.318011 0.6705363
5555.203 2.276769 0.699187
5556.484 2.316192 0.6980703
5557.763 1.642411 0.6718051
5559.041 2.027293 0.6866739
5560.323 0.9222824 0.6892663
5561.602 3.033962 0.9956071
5562.885 4.997612 1.020897
5564.165 2.798638 0.996844
5565.447 3.805271 1.034144
5566.728 3.660827 1.020017
5568.008 3.790588 1.46778
5569.292 2.659506 0.8902231
5570.574 3.838866 1.101531
5571.858 3.732303 1.076353
5573.14 2.928568 0.7299734
5574.425 2.557322 0.858686
5575.708 0.2570585 1.727205
5576.993 9.021064 4.251531
5578.276 -14.01991 8.581908
5579.56 -13.72434 8.68073
5580.846 6.900165 2.916738
5582.13 1.931102 1.077194
5583.417 3.045519 0.7615013
5584.702 0.4354963 0.7149189
5585.989 1.572881 0.7535593
5587.274 3.265764 0.762607
5588.56 3.371356 0.7829229
5589.849 3.934229 0.8119413
5591.135 1.512453 0.8257841
5592.424 1.995709 0.7731897
5593.71 2.927141 0.7337657
5595.001 1.869646 0.7200511
5596.288 2.164889 0.737021
5597.575 2.668837 0.7344958
5598.866 2.805979 0.723242
5600.154 2.435498 0.7126982
5601.445 1.281723 0.6886651
5602.733 1.537233 0.6866109
5604.025 2.332585 0.7273302
5605.315 2.858797 0.7857333
5606.605 2.310933 0.7986701
5607.897 2.576259 0.7598493
5609.187 1.91865 0.7256733
5610.48 2.604722 0.737021
5611.771 1.772671 0.7024916
5613.065 0.7825062 0.6846636
5614.357 2.835693 0.7110812
5615.648 2.244941 0.6909615
5616.943 2.067322 0.7234897
5618.235 2.578926 0.7228133
5619.531 1.989875 0.7048749
5620.824 2.320103 0.6983458
5622.12 0.8058814 0.8438554
5623.413 1.364335 0.8767718
5624.707 2.140718 0.8075651
5626.004 1.283345 0.784248
5627.298 1.054334 0.7267448
5628.596 5.429519 0.9667773
5629.891 6.724283 0.9931709
5631.189 3.277097 1.027365
5632.484 0.89624 0.7074497
5633.78 3.228633 0.9408134
5635.079 2.102367 0.9432152
5636.376 2.749565 0.9701361
5637.675 1.469388 0.9741808
5638.972 1.150241 0.7360231
5640.273 0.9464207 0.7663217
5641.57 1.083452 0.7571489
5642.868 3.032156 1.045295
5644.169 2.890524 0.7611878
5645.468 3.896295 0.7933362
5646.77 1.142745 0.7974476
5648.068 2.545981 0.8136051
5649.371 2.939126 0.8319222
5650.67 0.8241361 0.8011209
5651.971 4.675033 1.058126
5653.274 2.739833 1.044334
5654.574 5.03123 1.062334
5655.878 3.96931 1.033477
5657.18 1.983407 0.7687947
5658.484 5.250099 1.003704
5659.786 2.439864 0.9984996
5661.088 3.174703 0.765059
5662.393 1.980878 0.7688057
5663.696 2.850043 0.7719235
5665.002 2.62851 0.7700223
5666.305 1.546106 0.7776359
5667.612 2.549869 0.7978308
5668.916 1.72262 0.7995099
5670.22 2.353504 0.8232359
5671.527 1.797488 0.8377863
5672.832 1.572333 0.8292012
5674.14 -0.1828851 0.799147
5675.445 1.747435 0.8033898
5676.754 1.946068 0.8386222
5678.06 2.15112 0.8081688
5679.37 0.7067071 0.7817253
5680.676 1.682255 0.8263574
5681.983 1.927052 0.8733031
5683.293 1.707242 0.9318121
5684.601 0.02445538 1.00637
5685.911 0.9447277 1.048036
5687.219 2.808352 1.075296
5688.531 -1.025377 1.075079
5689.839 0.8668029 1.115004
5691.148 0.6589269 1.205414
5692.461 1.665863 1.142398
5693.77 3.672956 1.082935
5695.083 0.7143651 1.041978
5696.394 0.6250923 0.9523866
5697.707 1.022245 0.8640783
5699.018 1.869479 0.8539707
5700.329 3.606783 1.328016
5701.643 3.033207 1.221874
5702.955 1.761699 0.9518152
5704.27 1.605289 0.8952481
5705.583 2.069361 0.8593262
5706.898 2.757378 0.8482622
5708.211 1.543316 0.8034847
5709.524 4.44391 1.074423
5710.841 5.154673 1.099526
5712.154 2.324865 0.8095708
5713.472 1.902722 0.8636353
5714.786 1.602202 0.8591962
5716.104 3.69739 0.8574977
5717.419 3.141207 0.8117041
5718.734 2.685663 0.8177773
5720.053 2.551184 0.845079
5721.369 3.342458 0.872752
5722.688 2.66875 0.8527172
5724.004 3.319383 0.8463198
5725.324 3.248942 0.8959652
5726.642 3.91412 0.923122
5727.959 3.519351 0.8540977
5729.28 3.103205 0.80757
5730.598 3.607071 0.8176139
5731.919 3.205494 0.7946255
5733.238 2.966259 0.8125883
5734.56 3.095663 0.8058344
5735.879 2.194998 0.7994907
5737.199 3.15964 0.8309697
5738.521 4.153721 0.8610528
5739.842 4.001942 0.8454155
5741.166 4.171084 0.8326535
5742.486 3.168464 0.8307501
5743.81 3.711684 0.8678113
5745.132 3.009733 0.857866
5746.454 4.636395 0.8432918
5747.778 1.923506 0.80895
5749.101 3.40394 0.8384995
5750.427 4.747191 0.8805389
5751.749 4.72056 0.8747482
5753.076 5.332467 0.8703178
5754.399 4.175128 0.8565127
5755.723 5.484863 0.8734329
5757.05 3.298124 0.85731
5758.374 4.277823 0.8446163
5759.703 5.094877 0.8687394
5761.027 7.807085 0.9157653
5762.356 5.008234 0.8945052
5763.682 5.751616 0.8887251
5765.008 6.381061 0.8937521
5766.337 3.646344 0.8980128
5767.664 6.023408 0.9551183
5768.994 4.652233 1.065545
5770.321 3.229418 1.150152
