# wavelength_A flux_1e-17 err_1e-17
3997.6057 6.7331591 1.7990726
3998.5276 5.5645537 1.7762718
3999.4475 4.1202035 1.7240546
4000.3674 6.8538852 1.7852651
4001.29 7.075139 1.7454258
4002.2104 6.0881414 1.7422481
4003.1333 8.5067739 1.770331
4004.0544 7.6059346 1.7786001
4004.9775 7.4567118 1.7933251
4005.8989 9.8757076 1.8209834
4006.8206 10.074148 1.8545825
4007.7446 3.8059807 1.7597133
4008.6665 4.4827695 1.8298167
4009.5908 9.4959106 1.9700539
4010.5132 6.1405692 2.0210066
4011.438 5.4415698 1.9592794
4012.3608 3.9058971 1.8877959
4013.2839 3.5861232 1.8048635
4014.2095 6.3842416 1.7971579
4015.1328 6.653923 1.7642813
4016.0588 6.664258 1.7587041
4016.9827 6.9241042 1.7216082
4017.9089 6.4136958 1.7294273
4018.8333 6.716579 1.7362201
4019.7578 6.86099 1.7646362
4020.6848 3.2250714 1.7340428
4021.6096 5.8433566 1.7629241
4022.5371 9.4390507 1.8090737
4023.4624 5.3274741 1.7745138
4024.3901 5.0592394 1.7713205
4025.3162 8.2874279 1.7890787
4026.2422 6.452558 1.7503185
4027.1704 5.9836764 1.7178696
4028.0969 8.4695892 1.7885656
4029.0259 6.9922071 1.7711211
4029.9526 4.9552484 1.7335476
4030.8821 7.7480922 1.842227
4031.8093 9.0568495 1.8666846
4032.739 4.6100664 1.7699442
4033.6667 3.3045297 1.646714
4034.5947 6.1482153 1.5814818
4035.5251 8.1731882 1.6548008
4036.4534 7.6571784 1.6235539
4037.3843 6.4569116 1.6729681
4038.313 7.1543913 1.6990807
4039.2441 8.9995241 1.8184116
4040.1736 6.4747767 1.8263524
4041.103 6.8022571 1.7990385
4042.0347 5.221519 1.7851877
4042.9646 3.2496393 1.7899436
4043.897 8.7636585 1.8634375
4044.8271 6.038157 1.9220101
4045.76 9.4849043 2.1420491
4046.6907 12.274467 2.3741789
4047.6216 3.5114968 2.3922338
4048.5549 9.1472607 2.138104
4049.4863 3.5963426 1.8081582
4050.4202 8.5984583 1.7042903
4051.3521 2.8173058 1.6460608
4052.2861 8.5669947 1.6535598
4053.2185 6.7437458 1.6416363
4054.1509 5.4668241 1.632427
4055.0857 5.3760328 1.6835144
4056.0186 4.9639692 1.7362943
4056.9539 5.7830639 1.6866074
4057.8872 5.3348069 1.6270365
4058.823 10.503649 1.6274124
4059.7566 5.3778596 1.5919138
4060.6907 10.276465 1.6395634
4061.627 6.5575376 1.6326447
4062.5613 6.8585386 1.6107143
4063.4983 7.7116218 1.7370212
4064.4331 6.9068408 1.8240063
4065.3701 7.9578815 1.91231
4066.3054 9.0572672 1.8731441
4067.241 7.2297974 1.7740821
4068.1787 6.4771962 1.7121143
4069.1147 7.058589 1.6569349
4070.053 6.3756952 1.5897576
4070.9893 4.5181937 1.5592159
4071.928 6.4892459 1.6147088
4072.8647 8.6661673 1.703492
4073.8018 6.7047081 1.7596984
4074.7412 6.893517 1.7293847
4075.6787 8.7009401 1.7820119
4076.6184 3.7688897 1.8124658
4077.5562 3.021564 1.7634388
4078.4966 6.7027202 1.7528899
4079.4348 4.4759631 1.690686
4080.3733 8.3257751 1.6583778
4081.3142 9.1279507 1.6298267
4082.2532 8.1621456 1.6428682
4083.1943 4.6744823 1.5325592
4084.1338 2.3558805 1.5409786
4085.0757 4.8173771 1.6213253
4086.0154 6.58921 1.7208331
4086.9553 5.2324872 1.7434607
4087.8977 7.2133527 1.7513616
4088.8381 4.4211769 1.7018123
4089.781 6.9223599 1.6959462
4090.7219 8.7397614 1.6851072
4091.6653 6.1990814 1.7384478
4092.6064 5.4146671 1.7550662
4093.5481 7.2801461 1.6648813
4094.4919 6.3837166 1.6553419
4095.4338 4.7206063 1.6532681
4096.3784 7.3714643 1.6459157
4097.3208 5.8315954 1.5788715
4098.2656 7.2225165 1.558641
4099.2085 5.334549 1.539615
4100.1514 6.7060289 1.5465935
4101.0967 7.4242868 1.5850486
4102.04 7.3996201 1.5336524
4102.9863 8.1155901 1.4708433
4103.9302 7.9112773 1.4769447
4104.8765 6.0184321 1.4198898
4105.8208 7.5112915 1.492468
4106.7676 12.208206 1.567739
4107.7124 5.841536 1.5018077
4108.6572 5.7249517 1.4835207
4109.6045 5.7335601 1.4761646
4110.5503 8.4035101 1.4643434
4111.498 6.1105733 1.4379092
4112.4438 5.2738605 1.393751
4113.3921 6.3269076 1.4038192
4114.3384 5.7872376 1.4369013
4115.2852 6.2074332 1.5038013
4116.2339 7.6836066 1.5379398
4117.1807 7.6083965 1.4876351
4118.1304 7.2171936 1.4511964
4119.0776 5.918149 1.423856
4120.0273 8.1956158 1.4300917
4120.9751 4.8730197 1.3966674
4121.9233 6.9727368 1.4106426
4122.874 7.3493099 1.4324174
4123.8223 5.6284699 1.4186808
4124.7734 6.6902947 1.4605901
4125.7222 5.198144 1.4979421
4126.6733 6.4917603 1.5714071
4127.623 9.431119 1.6650337
4128.5723 9.5372572 1.6767669
4129.5244 5.3452768 1.5570382
4130.4746 5.1130004 1.436325
4131.4268 4.9089928 1.384022
4132.3774 3.9952545 1.3753164
4133.3301 5.2023945 1.4860417
4134.2812 7.0316877 1.6090477
4135.2324 6.3956008 1.6704816
4136.1855 5.3914237 1.6576424
4137.1372 6.9027667 1.5829438
4138.0913 4.6132493 1.4932599
4139.0435 7.2443948 1.4910727
4139.9976 7.0898471 1.5108755
4140.9502 6.2217002 1.5157166
4141.9028 6.9128289 1.476979
4142.8579 6.2484593 1.4507036
4143.811 4.7202044 1.3793548
4144.7666 6.2039986 1.4113209
4145.7202 6.8128061 1.4047976
4146.6758 3.2992063 1.4217323
4147.6299 7.6510463 1.5178771
4148.584 7.8573842 1.5355669
4149.5405 4.0557785 1.4382656
4150.4951 6.5443192 1.8070385
4151.4526 8.7942324 1.7617006
4152.4072 6.5256753 1.3585651
4153.3647 6.2917852 1.3417307
4154.3203 6.1503592 1.3584828
4155.2764 3.2988317 1.3227006
4156.2344 6.8269525 1.4106507
4157.1904 8.2265768 1.4902809
4158.1489 6.4624534 1.4653693
4159.1055 5.3939815 1.4381316
4160.0649 5.2131896 1.4341118
4161.022 5.9466352 1.4359654
4161.979 7.2738028 1.4556459
4162.939 6.9645958 1.4451205
4163.8965 6.5514069 1.437451
4164.8564 6.193872 1.4558343
4165.8149 5.4558973 1.5620667
4166.7754 5.9485741 1.5935251
4167.7339 5.0703692 1.5277886
4168.6929 8.444191 1.5016478
4169.6538 6.3635154 1.4502085
4170.6133 6.7734542 1.4108515
4171.5752 5.3853989 1.4091361
4172.5347 7.003088 1.4209317
4173.4971 5.328156 1.4102343
4174.457 3.5880961 1.3208584
4175.4175 5.9615164 1.393477
4176.3799 5.5166755 1.3434978
4177.3408 2.5871603 1.2891239
4178.3042 4.0114193 1.3369946
4179.2651 10.684489 1.4613091
4180.229 8.9610262 1.4150896
4181.1909 6.2809424 1.2954571
4182.1548 3.4877968 1.2750038
4183.1172 7.0939388 1.330187
4184.0796 5.5982952 1.3042012
4185.0444 2.6464479 1.2524869
4186.0068 5.295815 1.3193429
4186.9722 4.8070741 1.3731053
4187.9355 5.5842896 1.406723
4188.9014 4.1505842 1.4284137
4189.8647 5.6280131 1.4550419
4190.8286 3.7060361 1.4163998
4191.7949 5.274013 1.3895184
4192.7593 7.6363492 1.3718152
4193.7261 5.4769697 1.3191307
4194.6909 6.442194 1.3030444
4195.6582 6.5129638 1.3038765
4196.6235 4.3885698 1.2954386
4197.5889 8.2243671 1.3591846
4198.5571 5.8819685 1.3546236
4199.5229 4.741231 1.3364747
4200.4912 5.2595949 1.3078878
4201.4575 6.4080358 1.2888465
4202.4263 3.4700134 1.2368474
4203.3931 6.4510856 1.2133911
4204.3599 4.1737585 1.214695
4205.3296 3.5697799 1.1755012
4206.2969 6.232471 1.2520541
4207.2671 6.8101754 1.2336757
4208.2349 7.2146444 1.2855793
4209.2051 4.475884 1.2683253
4210.1738 6.6986303 1.2813157
4211.1421 3.3749557 1.2317791
4212.1133 5.623322 1.2452289
4213.082 5.2157354 1.2454679
4214.0537 6.2804413 1.2178875
4215.0229 6.965785 1.2542759
4215.9951 5.7038531 1.2074757
4216.9648 5.9375482 1.2235733
4217.9351 5.545373 1.2034334
4218.9077 1.6670239 1.141053
4219.8784 4.7888436 1.1992342
4220.8516 5.6082969 1.2320062
4221.8223 7.8417492 1.2928003
4222.7959 5.0195432 1.294576
4223.7676 6.3711796 1.2829317
4224.7393 6.6480546 1.2797881
4225.7134 5.1288943 1.3381445
4226.6855 4.3691916 1.3460827
4227.6602 5.2819257 1.3540137
4228.6328 5.9347949 1.3173313
4229.6079 5.6079683 1.2784195
4230.5806 6.4854059 1.1793894
4231.5542 3.9939122 1.1492252
4232.5298 6.1754217 1.1905323
4233.5034 5.987185 1.1939112
4234.48 4.1795397 1.1596173
4235.4541 5.0338402 1.1946875
4236.4307 6.1278124 1.2888415
4237.4053 6.8672924 1.3878493
4238.3799 6.4161315 1.4151034
4239.3574 5.5673037 1.4034255
4240.3325 6.4479051 1.3105044
4241.3105 6.3354712 1.2625526
4242.2861 4.042418 1.2040578
4243.2642 5.1337218 1.1927935
4244.2407 4.3168106 1.1912141
4245.2168 2.860714 1.2169589
4246.1958 4.8934021 1.2571447
4247.1729 3.5350337 1.3244022
4248.1519 5.6258163 1.3462839
4249.1294 6.6336002 1.3886082
4250.1094 4.2576032 1.3453865
4251.0869 5.9470301 1.3460722
4252.0649 6.1596899 1.3580431
4253.0454 5.2186871 1.3165507
4254.0239 3.8817093 1.2956758
4255.0049 6.9596214 1.3212408
4255.9834 4.3604922 1.2928563
4256.9648 5.1286139 1.3101948
4257.9443 7.6637893 1.3079989
4258.9263 6.0684609 1.2908843
4259.9058 4.8063087 1.2341498
4260.8857 5.3485765 1.2181616
4261.8687 4.7111478 1.2270156
4262.8491 5.2393451 1.274286
4263.832 5.9610901 1.2984946
4264.813 5.8984079 1.2775306
4265.7964 7.3039527 1.2678028
4266.7778 4.7532268 1.2157973
4267.7593 5.8517208 1.2159009
4268.7432 5.5194936 1.2000133
4269.7256 6.5477901 1.2107832
4270.71 5.1637521 1.1670458
4271.6924 4.6168189 1.1566989
4272.6772 5.9128184 1.2086811
4273.6606 5.6697526 1.2276928
4274.6436 6.2697144 1.2364007
4275.6294 6.1410851 1.221105
4276.6128 5.1460009 1.2131796
4277.5991 6.7119899 1.2312707
4278.583 4.8591948 1.2361218
4279.5698 4.4899402 1.2188028
4280.5542 4.6923027 1.2192385
4281.5391 5.2812176 1.1756707
4282.5264 4.5467691 1.1177226
4283.5117 4.9008021 1.1794926
4284.499 5.8074441 1.211262
4285.4849 4.893342 1.1978493
4286.4731 6.3621931 1.1822666
4287.459 5.9057293 1.1551462
4288.4453 3.9139771 1.1003177
4289.4346 4.9682369 1.0997227
4290.4214 5.8914161 1.1151474
4291.4106 4.7858768 1.1367379
4292.3979 6.84834 1.184134
4293.3877 7.6432285 1.2486206
4294.3755 6.667284 1.2105005
4295.3633 6.7822418 1.220497
4296.3535 6.5103226 1.2014997
4297.3423 5.7903876 1.1599895
4298.333 5.2841096 1.1370093
4299.3218 2.801095 1.1103811
4300.3135 8.3790817 1.1764265
4301.3027 6.4327564 1.1548971
4302.292 5.8118567 1.1304803
4303.2842 6.2851448 1.1408671
4304.2744 5.6284266 1.1366453
4305.2666 4.4471607 1.1566854
4306.2573 5.5256696 1.1720308
4307.25 6.4487076 1.2046034
4308.2412 4.0223145 1.1596253
4309.2319 4.5287809 1.1652672
4310.2261 8.5282574 1.2285465
4311.2173 6.4662356 1.2329954
4312.2114 4.9086213 1.2112588
4313.2036 7.4954715 1.2501081
4314.1982 5.4275937 1.252864
4315.1904 6.5043759 1.2571921
4316.1836 5.2957473 1.2440403
4317.1787 4.2003708 1.2165098
4318.1719 5.2451987 1.3291036
4319.1675 5.9056754 1.3732297
4320.1611 7.1253014 1.3702644
4321.1572 8.0267611 1.3502653
4322.1514 6.8490543 1.2636222
4323.146 7.371212 1.1808809
4324.1426 4.9396186 1.1241672
4325.1377 7.2577596 1.1667022
4326.1348 6.9220104 1.2100797
4327.1299 5.213522 1.1577406
4328.1279 6.4489427 1.1362278
4329.1235 6.6725101 1.1283915
4330.1196 6.1271625 1.1354154
4331.1182 5.8897138 1.147043
4332.1143 5.6179585 1.1466715
4333.1133 7.1456199 1.1543958
4334.1104 4.6423903 1.1146724
4335.1099 8.4337292 1.1429436
4336.1069 8.0343151 1.1641964
4337.1069 8.6213131 1.2001028
4338.1045 10.081112 1.2306941
4339.1025 8.7154694 1.2323298
4340.103 11.630225 1.245885
4341.1016 10.319584 1.5506076
4342.1025 9.4677877 1.5215931
4343.1016 12.483815 1.2381558
4344.103 11.837673 1.2354565
4345.1025 11.846857 1.2321135
4346.1021 9.3170109 1.1989202
4347.104 8.4117079 1.2026597
4348.104 5.6536174 1.220678
4349.1069 9.5824823 1.6247842
4350.1074 9.9557076 1.5604573
4351.1104 11.749589 1.5219697
4352.1113 7.9958973 1.1602685
4353.1128 8.0096226 1.1405351
4354.1167 10.858367 1.2570153
4355.1182 9.9649487 1.3237036
4356.1226 8.0297413 1.3945506
4357.1245 8.6263838 1.5811799
4358.1294 10.349805 1.8345214
4359.1318 15.187109 2.0775008
4360.1348 8.9577103 2.0401845
4361.1401 9.9355593 1.6881443
4362.1436 12.684176 1.3903151
4363.1494 9.1723804 1.2870649
4364.1528 11.913894 1.2723418
4365.1592 11.287491 1.2919683
4366.1636 10.399718 1.3017675
4367.168 11.477606 1.3076472
4368.1753 10.827545 1.2763261
4369.1802 10.513503 1.2504656
4370.1875 11.760831 1.2370627
4371.1929 11.988142 1.2503593
4372.2007 11.242282 1.2081497
4373.2065 11.468399 1.2008022
4374.2129 12.418538 1.2449204
4375.2212 11.665438 1.2507362
4376.228 11.600211 1.2623844
4377.2368 13.514019 1.2889175
4378.2441 12.182031 1.3099576
4379.2534 11.875467 1.2826765
4380.2612 12.691098 1.2801775
4381.2686 11.5732 1.2563714
4382.2793 14.420936 1.2982608
4383.2871 14.824358 1.2923473
4384.2979 11.891717 1.218555
4385.3066 11.704128 1.2079359
4386.3179 14.486754 1.2318524
4387.3267 13.143723 1.2166877
4388.3359 13.459174 1.2240146
4389.3481 14.987186 1.2663958
4390.3579 15.094764 1.3473637
4391.3701 18.422203 1.3954266
4392.3804 16.884535 1.3997631
4393.3936 12.772952 1.3053297
4394.4043 15.404322 1.3131522
4395.415 15.545109 1.2857668
4396.4287 14.254029 1.2654866
4397.4399 16.683765 1.2712445
4398.4541 15.557432 1.2524401
4399.4658 15.935269 1.2684982
4400.4805 18.404867 1.3292061
4401.4927 19.363596 1.3554152
4402.5054 18.162029 1.3538491
4403.5205 17.724463 1.3379239
4404.5337 17.113415 1.356192
4405.5493 18.21015 1.3964891
4406.5625 20.579741 1.4085391
4407.5786 18.895666 1.3609143
4408.5928 18.222496 1.3459028
4409.6069 20.045084 1.3532962
4410.624 17.551188 1.3365887
4411.6387 20.959593 1.3916026
4412.6558 22.580227 1.5277389
4413.6709 21.593126 1.5028412
4414.6885 19.790445 1.3698107
4415.7041 21.466347 1.3693558
4416.7227 22.88331 1.3870156
4417.7388 22.483923 1.4034489
4418.7549 22.307306 1.3857737
4419.7739 23.012518 1.4290171
4420.7905 23.691917 1.449401
4421.8101 23.798494 1.441141
4422.8271 23.742247 1.4085594
4423.8472 24.067627 1.3918214
4424.8647 24.772352 1.5013223
4425.8828 24.192474 1.4736565
4426.9033 23.167686 1.4238766
4427.9219 22.525707 1.4193442
4428.9429 24.524269 1.4518644
4429.9619 23.815044 1.4467661
4430.9834 24.025976 1.4465005
4432.0024 25.88707 1.4480109
4433.022 25.463783 1.441507
4434.0444 25.780773 1.4114437
4435.0645 28.262234 1.4425029
4436.0874 29.420097 1.4561563
4437.1079 26.042177 1.4108349
4438.1309 26.810478 1.4287373
4439.1519 30.176699 1.4922904
4440.1733 29.553656 1.5003138
4441.1968 27.971226 1.4801375
4442.2188 28.433161 1.4846524
4443.2432 28.166948 1.466643
4444.2651 28.121082 1.4791329
4445.29 30.277531 1.5121353
4446.3125 31.906799 1.5453881
4447.3354 28.7889 1.5118244
4448.3613 25.628021 1.4520642
4449.3843 30.82057 1.4954199
4450.4106 26.474445 1.4508165
4451.4341 31.043636 1.5181476
4452.4609 31.819052 1.5812687
4453.4849 33.907787 1.6175969
4454.5098 30.977512 1.5695744
4455.5366 29.390045 1.5208353
4456.5615 30.108175 1.5021399
4457.5894 30.862427 1.471221
4458.6147 31.29854 1.4992523
4459.6431 29.495943 1.4724417
4460.6689 30.499046 1.5355233
4461.6953 36.159264 1.607155
4462.7241 34.258797 1.5958372
4463.7505 32.156986 1.5215348
4464.7798 30.413988 1.4768759
4465.8071 32.876598 1.4887625
4466.8369 33.394512 1.5260731
4467.8643 34.111767 1.5604429
4468.8921 33.165176 1.5469452
4469.9229 31.615583 1.5351814
4470.9512 32.223293 1.5340953
4471.9819 33.919048 1.5539522
4473.0107 33.316814 1.5873532
4474.0425 32.704166 1.5803171
4475.0718 33.50935 1.583863
4476.1011 31.871675 1.5633208
4477.1333 32.698086 1.5710837
4478.1631 32.588757 1.578621
4479.1958 36.514297 1.5971686
4480.2266 31.694517 1.5196631
4481.2593 33.420334 1.5120749
4482.2905 30.322464 1.4826711
4483.3213 33.168159 1.512938
4484.3555 35.073639 1.5533334
4485.3872 35.502968 1.5779535
4486.4214 32.462997 1.5524309
4487.4536 31.553637 1.6051114
4488.4883 34.975578 1.6447515
4489.521 33.281811 1.5610698
4490.5537 32.015896 1.5146376
4491.5889 35.037544 1.5154574
4492.6226 31.290628 1.4887654
4493.6582 36.121899 1.5590324
4494.6919 34.305035 1.5733085
4495.7285 34.308071 1.5774411
4496.7627 34.244556 1.5566278
4497.7998 34.007446 1.5241015
4498.8345 34.604458 1.5137657
4499.8696 32.32888 1.4898516
4500.9072 31.926472 1.4675167
4501.9424 32.152142 1.4750034
4502.9805 32.121223 1.4931939
4504.0166 35.807129 1.5321749
4505.0552 35.736393 1.5353352
4506.0913 33.504368 1.5236343
4507.1279 31.694975 1.508233
4508.1675 35.380993 1.5481468
4509.2046 31.196781 1.4901786
4510.2446 33.840328 1.5004048
4511.2822 35.340366 1.5249232
4512.3223 33.871372 1.5064354
4513.3604 31.948837 1.4837555
4514.3984 32.768738 1.481446
4515.4395 32.677044 1.4758573
4516.4785 30.860622 1.4517788
4517.52 30.157495 1.4408908
4518.5591 31.043751 1.4787017
4519.6011 33.264637 1.4988277
4520.6406 33.407135 1.517694
4521.6807 31.908014 1.5142262
4522.7236 34.812832 1.5614843
4523.7642 33.175972 1.5518448
4524.8071 32.699196 1.5431482
4525.8481 30.416058 1.516071
4526.8916 32.544811 1.4908943
4527.9331 33.758083 1.4678886
4528.9746 31.539547 1.4314021
4530.019 30.253668 1.4358108
4531.061 31.89316 1.4810028
4532.106 33.860497 1.5338782
4533.1489 34.094013 1.5180198
4534.1938 32.193962 1.4817387
4535.2373 30.566322 1.4527369
4536.2803 31.349922 1.4519999
4537.3267 28.266151 1.5008354
4538.3701 31.003429 1.5100609
4539.417 31.073017 1.5333816
4540.4609 30.520197 1.4239368
4541.5083 32.143658 1.447256
4542.5527 31.073128 1.4453397
4543.5981 30.648716 1.4584013
4544.6455 33.707409 1.462888
4545.6909 33.137791 1.4613645
4546.7393 29.63048 1.3915302
4547.7852 30.071102 1.4134332
4548.834 31.617163 1.4388795
4549.8804 28.72854 1.4447724
4550.9272 28.313372 1.4478868
4551.9766 31.287777 1.467921
4553.0239 28.325453 1.3997927
4554.0737 30.094862 1.4005203
4555.1216 29.604828 1.3925142
4556.1719 28.112064 1.4814035
4557.2197 27.662767 1.4815239
4558.2686 27.823629 1.3869505
4559.3193 26.731356 1.3832692
4560.3682 30.335501 1.4151505
4561.4199 29.317036 1.4134406
4562.4692 27.649412 1.3774893
4563.5215 27.388802 1.3498082
4564.5713 27.044731 1.335622
4565.6211 31.395834 1.4630489
4566.6743 28.311388 1.4661124
4567.7246 27.638975 1.3761678
4568.7778 29.703066 1.4097048
4569.8291 27.04324 1.3742536
4570.8828 25.449512 1.3530315
4571.9341 30.264069 1.3994579
4572.9888 27.891867 1.3769376
4574.0405 24.719995 1.3296617
