wavelength_A,flux,error,model,mission,instrument,plate,mjd,fiberid,specobjid,run2d,programname,data_release
3890.4507,7.1423254,2.4693816,4.7339277,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3891.348,5.953594,2.391571,3.09941,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3892.243,9.140843,2.496064,-1.2179232,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3893.1406,6.4356403,2.3935761,-0.3791146,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3894.0361,4.816934,2.332799,0.80030984,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3894.934,10.609271,2.392695,-2.8900597,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3895.83,11.239171,2.3095455,0.49425447,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3896.7263,8.045544,2.2704108,5.0543127,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3897.625,10.662805,2.249739,-4.341664,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3898.5215,5.513618,2.1890411,0.08947483,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3899.4207,10.024873,2.2493484,2.7692313,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3900.3176,9.963616,2.3408504,-0.9810404,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3901.217,4.6816993,2.3128517,-2.3606415,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3902.1145,5.859404,2.3801682,0.6512776,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3903.0122,10.030057,2.5114048,0.94903195,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3903.912,7.866284,2.4806967,0.20751977,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3904.8103,7.6466227,2.4781907,-1.8774048,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3905.7107,10.252707,2.5057726,-0.7821031,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3906.6094,10.249055,2.4900057,1.265632,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3907.51,5.154312,2.44521,0.5098996,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3908.409,6.9629626,2.4562526,-1.7734125,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3909.308,7.127335,2.422266,1.4304719,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3910.2097,5.2774625,2.3775597,4.3751836,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3911.1091,5.0698724,2.3398912,0.9387778,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3912.011,5.78404,2.2628589,-1.1218953,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3912.9111,4.37748,2.249503,1.364535,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3913.8132,1.3924204,2.2061658,2.321688,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3914.7136,10.764829,2.3059537,2.2265549,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3915.6143,10.599541,2.2858927,1.4351046,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3916.517,8.212275,2.2480757,2.7166681,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3917.4182,7.003305,2.2261825,2.5415127,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3918.3215,3.6035554,2.2386878,-0.4077714,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3919.223,3.9542005,2.1847274,-1.5701175,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3920.1267,6.2416353,2.2432919,1.5890082,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3921.0286,3.581007,2.1239953,-0.83458513,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3921.9307,3.06161,2.1052487,-2.2778585,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3922.835,7.2837825,2.1133082,-1.1762673,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3923.7373,3.905749,2.0805044,0.35872012,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3924.642,11.081089,2.1795964,0.78898543,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3925.5452,13.3919325,2.2949111,0.0178937,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3926.4502,9.81815,2.2405171,-0.80147314,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3927.3535,5.59276,2.145576,-0.50988215,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3928.257,6.2146273,2.1080241,-0.06660676,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3929.1628,8.374872,2.146082,0.28435928,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3930.0667,6.1457553,2.0963407,0.52204907,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3930.9731,8.165722,2.1954284,-1.6465261,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3931.8774,15.661586,2.3572931,2.0638156,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3932.784,9.296281,2.473637,4.661281,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3933.6887,10.610013,2.8257403,1.6826508,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3934.5938,1.0318434,2.6211822,-1.4880384,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3935.501,4.6553617,2.5523205,1.6489497,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3936.4062,9.639735,2.2657866,1.2147739,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3937.3142,10.788898,2.2457197,0.79525775,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3938.22,9.015381,2.156844,1.9251944,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3939.128,2.2484481,2.0952399,1.6617688,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3940.0342,8.354876,2.1510139,2.3354845,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3940.9407,4.089827,2.1194203,6.9456434,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3941.8494,8.792169,2.1513987,3.5260515,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3942.756,5.539017,2.146801,2.765414,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3943.6653,2.0510275,2.0922937,0.96978486,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3944.5725,0.46809953,2.11145,1.5097262,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3945.4822,4.450457,2.1670945,3.7767012,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3946.39,7.5344996,2.2064211,2.5680516,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3947.2979,4.031686,2.1916323,3.976452,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3948.208,5.2691703,2.2970371,2.9974368,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3949.1162,4.0631466,2.2126179,2.424844,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3950.0269,2.6721501,2.063913,3.369215,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3950.9355,3.8020098,1.9553353,2.6357872,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3951.8467,9.769092,2.0567112,-0.5418891,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3952.7559,6.4057207,2.0374026,3.7763803,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3953.665,1.6902784,1.9729663,2.6649685,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3954.577,2.5386968,1.9264048,2.1403706,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3955.4866,4.5891914,1.9604262,1.5221668,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3956.3987,5.490331,2.0063665,-0.58185154,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3957.3088,7.0794973,2.0266747,-1.284523,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3958.2214,4.299679,1.9616652,0.74743515,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3959.132,3.6433473,1.9003557,3.3820248,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3960.045,8.306313,1.9282669,2.1392856,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3960.956,8.324711,1.9587646,1.6589401,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3961.8672,4.6640425,1.8831943,3.1621027,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3962.7808,2.380791,1.8706237,2.5999396,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3963.6924,6.3159385,1.8828824,3.2166846,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3964.6064,8.549298,1.9053798,1.0774378,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3965.5186,6.154255,1.9316533,3.6559753,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3966.4329,14.669742,2.9859319,4.082769,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3967.3455,7.94229,2.8921452,1.4855366,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3968.258,12.17508,2.766275,3.3969495,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3969.173,12.606261,3.6856847,2.181935,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3970.0862,5.569079,2.1677861,4.6682386,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3971.0017,6.195503,2.2848022,1.9782792,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3971.9153,10.895131,1.9126356,0.67670745,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3972.8313,13.801649,2.2087722,4.390281,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3973.745,12.709087,2.1401234,5.457342,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3974.6592,3.9440868,1.8408504,2.1262836,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3975.576,5.3707805,1.8407505,5.1067643,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3976.4905,8.338909,1.9068264,3.34601,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3977.4075,8.847185,1.8876114,0.5512117,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3978.3225,6.124364,1.8208175,1.7607324,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3979.2397,4.4285536,1.7613341,3.7840247,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3980.1553,6.8757205,1.8321358,3.1694233,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3981.0708,5.703681,1.7885273,-1.6854876,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3981.9888,4.6791677,1.7963744,2.0571396,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3982.905,9.7479725,1.8432364,4.227413,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3983.8232,7.46995,1.7946599,1.8370827,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3984.7397,5.1747427,1.7660608,5.0650926,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3985.6587,5.04708,1.7532376,5.328323,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3986.5757,4.1638756,1.7002406,3.4132369,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3987.4927,3.4032595,1.725343,-1.6521944,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3988.412,6.3573318,1.8119683,-1.9881507,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3989.3298,8.922499,1.951499,2.5647843,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3990.2498,7.2796335,1.9262636,3.3061695,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3991.1677,4.3511147,1.8324808,3.1219468,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3992.088,5.277562,1.8040174,4.028865,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3993.0063,8.096979,1.7721169,4.127894,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3993.925,6.222042,1.7115569,4.571951,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3994.846,6.398136,1.6693087,5.730543,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
3995.765,7.0596147,1.7280358,6.1338654,SDSS-SDSS,SDSS,619,52056,437,697052198474901504,26,binning 1   1,DR18
